,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Lawrence,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Berwyn,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan,Damen-Lake
Ashland/63rd,0.9715601956690654,0.878204704412737,0.988028176781667,0.9453986133662919,0.9400846858368651,0.8902972289215686,0.9176766427377846,0.9263618757372342,0.9402244038621792,0.9543068161299202,0.9593929583104451,0.9446347675055718,0.9549884087789503,0.964428651926769,0.928304700899117,0.9126543382370869,0.947411810793985,0.9627022954212973,0.9561500011028945,0.9395071714161222,0.9211965630559422,0.9665855428178234,0.9566857204335197,0.9806333295630378,0.9655847692559857,0.9845772686583363,0.9646088284799063,0.9679712956486487,0.9790646132303192,0.971355353964423,0.9303170698886569,1.0,0.9855871061089007,0.9434392196138369,0.878204704412737,0.9601196906776884,0.9259156981040677,0.9495791361925813,0.9725128638735137,0.878204704412737,0.9829388492635164,0.9613763917614727,0.9843057995030544,0.9641098891232914,0.9442737930146898,0.9562588736562574,0.878204704412737,0.9104734143357198,0.9060194438348862,0.9448900857418455,0.8471926620091537,0.878204704412737,0.878204704412737,0.878204704412737,0.9393169395777291,0.9546773461232377,0.9562637193971829,0.9651069409529551,0.954774473535856,0.8429446496993451,0.899906980280987,0.9655847158988377,0.9673424679184867,0.9468757329118974,0.9332909085643758,0.9743636980601309,0.9809159135221625,0.9712011555931245,0.963243455832273,0.964669032238599,0.9641884221209214,0.9400776402669818,0.9774400643463619,0.9895451780055101,0.9657315956446801,0.9148633042410773,0.9746594664738242,0.913954342318685,0.9844961314050266,0.9785103220995786,0.9252771125618153,0.9944821016132726,0.9838503109298274,0.9752717099521431,0.9456302066529468,0.92410504424425,0.878204704412737,0.941158608289719,0.9091073646636364,0.9241308504767598,0.9347210450842486,0.8881337682914604,0.9475745619195504,0.9734043847957388,0.878204704412737,0.878204704412737,0.9761216853582114,0.9880036331033819,0.878204704412737,0.9393169395777291,0.9740316319666185,0.878204704412737,0.9811862047666133,0.9644975063872494,0.9291787099139031,0.9791467839606222,0.952299954395053,0.9206935547674789,0.9631067469744529,0.943391981295301,0.9823107794700366,0.9920870836163985,0.878204704412737,0.9056713141997076,0.8930087576003972,0.9561500011028945,0.9379882177860026,0.8577357925075111,0.9640294133817565,0.9493191695282593,0.878204704412737,0.878204704412737,0.8936097012981045,0.9534309452992767,0.9379030636160827,0.8429446496993451,0.9063999050687193,0.8107221514593413,0.878204704412737,0.878204704412737,0.9694405595808661,0.9335938985800163,0.9086805834182081,0.8429446496993451,0.9192045297363088,0.9153337820198635,0.8644541472837578,0.878204704412737,0.878204704412737,0.9492172908344463,0.9770387617737876,0.9736380504757408,0.9736708344349921,0.9648748942139376
47th-South Elevated,0.9765471175399061,0.8967019891906953,0.9984439787659948,0.9721174173379079,0.9817280990835757,0.9468348111339508,0.9648074112906001,0.9691904196945165,0.9728819478769589,0.9838585986137958,0.9827573639398044,0.984381584342129,0.9779300018554348,0.987345998977836,0.97231230697985,0.961776201858828,0.9679594784795384,0.9885073330729198,0.982741432923376,0.9761117726975561,0.961150054185083,0.9864466592052159,0.9866121367067335,0.9790339821798844,0.9798356435919757,0.9734669115978154,0.9806627970730362,0.9847079311465011,0.9600176301352048,0.9778562559066581,0.9351286761804977,0.9855871061089007,1.0,0.9748848017840432,0.8967019891906953,0.989352980965325,0.9621710055809092,0.9656513210757249,0.9973759509625288,0.8967019891906953,0.996115891071827,0.9790201646630007,0.9681814879510026,0.9766801335535754,0.9808900079781828,0.9653070049547009,0.8967019891906953,0.9307131530811762,0.9235842097086048,0.9793052035775064,0.9066447528365811,0.8967019891906953,0.8967019891906953,0.8967019891906953,0.9559579402999719,0.9813838860792234,0.9681595917537237,0.9735187837721777,0.9539751532564703,0.8809729490725622,0.9419379887607454,0.9865217764418749,0.9921941571358989,0.9737950773083766,0.9750799530405768,0.994609988776216,0.9699638143416408,0.9925618648899497,0.9835678032271146,0.9379627104490732,0.9847899308738931,0.9759111650746268,0.9792030726197748,0.9914733231740813,0.969622013112897,0.9037839351121034,0.9788712205431374,0.9558059055159507,0.9978281725711917,0.9943179471508615,0.9376503017481018,0.9896960774978641,0.9693508793590624,0.9816670360776988,0.9606755444492747,0.965892944047925,0.8967019891906953,0.9318878380676134,0.953550337368028,0.962664202827282,0.9793821276536236,0.9341293533217432,0.9720850352029771,0.9847463427944104,0.8967019891906953,0.8967019891906953,0.9798007563403364,0.9984693397686835,0.8967019891906953,0.9559579402999719,0.9806880419482394,0.8967019891906953,0.9787379278736826,0.979838016819118,0.9734334024647722,0.9830709214534233,0.9727456211282779,0.9551024520030144,0.9894326139983964,0.9385028424128048,0.988609103175419,0.9871609838389832,0.8967019891906953,0.9564021569793314,0.9455985327851952,0.982741432923376,0.9701852286424827,0.917358300817909,0.973896272691499,0.9709082278860042,0.8967019891906953,0.8967019891906953,0.8789910641938249,0.9866372827619234,0.9777411275217017,0.8809729490725622,0.9484265421402883,0.8394501917597463,0.8967019891906953,0.8967019891906953,0.9846209614020291,0.9575333239319709,0.9566954023182767,0.8809729490725622,0.9674348305959318,0.9593204406077154,0.9245192588351313,0.8967019891906953,0.8967019891906953,0.9785192006288006,0.978630329288614,0.9774396022560194,0.944591254331999,0.9858579032869992
Roosevelt/Wabash,0.9416782752836167,0.8089447008630063,0.9717535737645401,0.9257664862003218,0.974159135890418,0.939906743456864,0.9519464026879321,0.9630580947348832,0.9686696190385342,0.9592826418963448,0.9430856429932387,0.9906557692393373,0.9730885206476841,0.9739944151782369,0.9616525635274196,0.9591665085111333,0.9576147657400391,0.9741214161391668,0.9823030347230509,0.959596416170276,0.9685585339215693,0.9902779521822137,0.9611837932204315,0.9267434117187565,0.9504464009405029,0.9207552923617673,0.9551321626757038,0.9465993491455273,0.9332733087694628,0.9250220321700684,0.8627703834971642,0.9434392196138369,0.9748848017840432,1.0,0.8089447008630063,0.9707190511504479,0.9679803274501233,0.9365872591199255,0.984334594541402,0.8089447008630063,0.987061543546022,0.971976700452966,0.9489628754513125,0.9753488256557944,0.968617274973656,0.950203248145354,0.8089447008630063,0.9347224829354243,0.9296513099135949,0.9741126351380076,0.9211883803585655,0.8089447008630063,0.8089447008630063,0.8089447008630063,0.955472792774768,0.9506029523712647,0.9326194746523089,0.9385590591153956,0.9120541727440746,0.91505813066701,0.9600494391809458,0.9724529807499107,0.9839433218673805,0.9759099960776643,0.9583085444332711,0.9790229804910154,0.92566697221825,0.9553548737261716,0.9398829030430045,0.9120718209981914,0.9651618111407246,0.962350709872903,0.925881907574699,0.950825630701413,0.9316729605356803,0.830885609778865,0.9414619113786983,0.9253065667525694,0.9742585909729312,0.9689773664721297,0.8777193154795703,0.9605462439500702,0.9283119452201724,0.9411156023151878,0.9023710687842892,0.9550309365865851,0.8089447008630063,0.9134503031352659,0.9354123136884238,0.9708737703796433,0.9732973807214716,0.9498611589834262,0.9643962849513171,0.943556314774484,0.8089447008630063,0.8089447008630063,0.9371037304601764,0.9705509395046692,0.8089447008630063,0.955472792774768,0.9426557491287421,0.8089447008630063,0.9527422403159086,0.9314135929271196,0.9616609398823773,0.9654776262422295,0.9199458204045126,0.9331109744692024,0.9558726045806933,0.9126789030777035,0.9609655043380618,0.952167011485806,0.8089447008630063,0.9509757610034607,0.9400006076923686,0.9823030347230509,0.9562736745088731,0.9311265142941099,0.9334310491062278,0.9192386264917695,0.8089447008630063,0.8089447008630063,0.8165585692046217,0.9741813169338431,0.9713640489787101,0.91505813066701,0.9380735559185699,0.8675056507403955,0.8089447008630063,0.8089447008630063,0.9813585364061541,0.9529186166738648,0.9759060912704383,0.91505813066701,0.9655194908415802,0.9458041111556635,0.9304937349357091,0.8089447008630063,0.8089447008630063,0.9787822439725221,0.9269424708263756,0.9245875725839794,0.8936474345483839,0.953499565132694
O'Hare Airport,0.9091941788502169,1.0,0.8909492670369319,0.9566101472022314,0.8957467102991814,0.8960552303393321,0.9003790006032696,0.8567218038170985,0.8368876593387663,0.8952332544090698,0.9342045644666264,0.8565120698579335,0.8294283385265281,0.8580610041216715,0.8768965230632594,0.8547234295573468,0.8237030404755622,0.8662072001516927,0.8706761040580514,0.9104532692265946,0.8664269538303618,0.850997381828071,0.9248053754310468,0.9249598565002685,0.9072785745248316,0.9031292509644763,0.8872123973475148,0.9129973823403268,0.8125303881391497,0.9257812125703779,0.9452144409954678,0.878204704412737,0.8967019891906953,0.8089447008630063,1.0,0.8886662313321935,0.8142617303213627,0.8557613009961832,0.8871650136370672,1.0,0.8639276797648137,0.8264798895886554,0.809142386420873,0.821046715133327,0.8724026964365416,0.8458670255033015,1.0,0.7711374519762403,0.7512148295635546,0.8506983991408403,0.7749956611325882,1.0,1.0,1.0,0.84033457358083,0.9203973640388478,0.8857984385558321,0.869502075387735,0.862032602609784,0.7691457239990565,0.8411374361921776,0.8552007129597514,0.8753776045237023,0.829981013754916,0.8886593289325652,0.8757929765730462,0.8674730188716129,0.9322619168368108,0.9278038780698715,0.7813820475315245,0.8943001694083867,0.8630402939708524,0.9170807201383449,0.8963722048553658,0.8806266818615719,0.8907655927182273,0.8948607965193248,0.9443887696665851,0.8874212282661864,0.8968240449088031,0.9392155742104049,0.8577158321332222,0.8532890846946946,0.9165557547565772,0.9506497379933944,0.8806423056319389,1.0,0.7938209169600275,0.9102652657127304,0.806855731361538,0.8836147337885345,0.7760982894630193,0.8350584725798679,0.904946699510153,1.0,1.0,0.898977940131587,0.9003185079412616,1.0,0.84033457358083,0.8917975573483895,1.0,0.8490657681907382,0.9395589559124823,0.8822994170176918,0.8363611002410811,0.9579904398380397,0.9166235171682202,0.9350266248406912,0.7926690183301456,0.8831662235763422,0.8770976876995183,1.0,0.8967375286726357,0.9014520633422951,0.8706761040580514,0.8641982913809864,0.789881804812811,0.8903682183872151,0.9530130794894013,1.0,1.0,0.8395869673070636,0.8720976114696369,0.8652998621403606,0.7691457239990565,0.8906345507014403,0.6372023246886008,1.0,1.0,0.8327301952607942,0.8231972759300116,0.8460842549323159,0.7691457239990565,0.8600901282724437,0.8842700793804893,0.8636209012897992,1.0,1.0,0.8325630724060867,0.924294628728433,0.9232034806918973,0.8342518656609877,0.9142804614219061
Lawrence,0.9450018961845784,0.8886662313321935,0.9865653793712688,0.958954744402632,0.9825052248877556,0.9543889888473598,0.9643424090146842,0.9860945425449706,0.9843321270383608,0.9958267819802105,0.9780865554301813,0.9886543380607752,0.9790169759237568,0.9890949954452508,0.9772105781048277,0.9794386487060633,0.9500266160994294,0.9831515146916316,0.969356363131602,0.975055382470298,0.9498827857225662,0.9683972672191257,0.9857747463116215,0.9483721723222716,0.9692715094136,0.9408666631025707,0.95080818897928,0.9714748705209517,0.9166669382517205,0.9693010947779607,0.9334171819022898,0.9601196906776884,0.989352980965325,0.9707190511504479,0.8886662313321935,1.0,0.9798434889105159,0.949888949612738,0.9896865205877287,0.8886662313321935,0.9846504917207866,0.9808040682893817,0.9312126978133792,0.9781624464238408,0.9865481118959569,0.9262853007449575,0.8886662313321935,0.9491014810991432,0.9411297935118514,0.9863326772671556,0.924597674903403,0.8886662313321935,0.8886662313321935,0.8886662313321935,0.9204800579498956,0.9856098989472513,0.9718897233627263,0.9480034043498105,0.9502387587424668,0.8496555403887871,0.9286933761776968,0.9933932782668708,0.9949165285886371,0.9875366597865393,0.9797808715234573,0.9821095057197512,0.9386036264639872,0.9915004659854929,0.9848498731798289,0.8885061447526071,0.9713494376184227,0.9937267451270934,0.9658221551157298,0.9742017123828289,0.9679058848566261,0.8986265855914911,0.9474864553338824,0.9513565202654489,0.9820161303302227,0.9881291206334536,0.9371229969152878,0.9732078908724341,0.9370082542065873,0.9547496459125773,0.956972460752411,0.9655292020910291,0.8886662313321935,0.8776270994831441,0.9571784708238221,0.9795940625757367,0.9919436298850532,0.9599936453878176,0.9840519589462802,0.9889020848214767,0.8886662313321935,0.8886662313321935,0.9748081492375799,0.981256896966162,0.8886662313321935,0.9204800579498956,0.9577703701860166,0.8886662313321935,0.974671545817625,0.974809735211044,0.9786240923055707,0.9681743836639335,0.9660832788745064,0.9510568945277612,0.9865892331970305,0.8988233748009907,0.9763120845211116,0.9556701873929826,0.8886662313321935,0.9591014030649135,0.9513864893086464,0.969356363131602,0.9923137359227101,0.9354272876324252,0.9742832866759304,0.9668339437787207,0.8886662313321935,0.8886662313321935,0.8747450169248209,0.9937785997827427,0.9911208804478029,0.8496555403887871,0.9480009769932574,0.8714068183226339,0.8886662313321935,0.8886662313321935,0.9844078282564878,0.9741871385164576,0.9499720282976098,0.8496555403887871,0.9787283726099922,0.9549281236756406,0.9203520742178617,0.8886662313321935,0.8886662313321935,0.9850071052467942,0.9666199104892991,0.9620474624492428,0.901931709458238,0.9652337301970586
Belmont-North Main,0.8895366528494391,0.8142617303213627,0.9601747943165315,0.908084360835502,0.9531881324001534,0.9210874242540572,0.9348524694183526,0.9913612338549608,0.9977831931146764,0.9781491405340005,0.93276848565883,0.9802682668627982,0.9925355511098755,0.9818155885739033,0.9714364656048006,0.9880271789688763,0.9563353216360474,0.9813605399025351,0.9342617587509635,0.9294642042680616,0.9088374040317694,0.9436744211509399,0.9445290928289204,0.8961896681562357,0.9152970513227902,0.8872855391676946,0.9237560464110446,0.9255544355985639,0.8925700407059465,0.9084098147358902,0.8538160322344455,0.9259156981040677,0.9621710055809092,0.9679803274501233,0.8142617303213627,0.9798434889105159,1.0,0.9333476785969004,0.9672408020712623,0.8142617303213627,0.9643391303746038,0.9878266196283192,0.9132297241073538,0.9804282817600262,0.984891875832168,0.9099703054555278,0.8142617303213627,0.9669151250912682,0.9626628860542373,0.9930839116047336,0.9509800662332739,0.8142617303213627,0.8142617303213627,0.8142617303213627,0.8779426394102794,0.9426839635980906,0.9278315946297909,0.9281389805591136,0.9006443375801076,0.8076112304874318,0.8874876413849652,0.9852874982382042,0.979693646687196,0.9926896646270337,0.9715444876948355,0.9671572573646413,0.8948242300846229,0.9575310704085896,0.9476650975189542,0.8608630760371498,0.9290162539682543,0.9926674465343205,0.9092703571111059,0.9420026648481612,0.9222216346109826,0.8193961858204037,0.90552711428109,0.8979889581313931,0.9518866450838982,0.9482093689435873,0.8562447515941689,0.945347236759517,0.8913375424325607,0.9034853826850778,0.8940787446466707,0.9384024929630704,0.8142617303213627,0.852429070340483,0.9056445272150743,0.9965085635010964,0.9711193385319491,0.991889539611176,0.9953831715854685,0.9532343046773599,0.8142617303213627,0.8142617303213627,0.9304625804007314,0.9538733960121181,0.8142617303213627,0.8779426394102794,0.9162389744775482,0.8142617303213627,0.9463015003670484,0.9231151325202623,0.9711975225071765,0.9528450165129414,0.9066445787594327,0.8904657862170701,0.946468599204373,0.8836079216001965,0.9371181457594278,0.9265917038208576,0.8142617303213627,0.9211720846622284,0.9055579128203595,0.9342617587509635,0.9844399396144062,0.9575790619302806,0.9256574469285598,0.9081547038958941,0.8142617303213627,0.8142617303213627,0.796169834204968,0.987332513211792,0.9921735179027384,0.8076112304874318,0.8965930584374068,0.9241483333858583,0.8142617303213627,0.8142617303213627,0.9824318904323752,0.9825192894994267,0.9249063351996588,0.8076112304874318,0.9810324532426541,0.9241573585454941,0.8891934294027422,0.8142617303213627,0.8142617303213627,0.9965306155021051,0.9114241834803719,0.9069662911131331,0.8585031369560959,0.9336067916404673
North/Clybourn,0.9489159269176346,0.8557613009961832,0.9739686681861794,0.9548782773665191,0.9582789446742918,0.9376129261131725,0.9631130360402318,0.9560900240098863,0.9521944979739714,0.9612329580138985,0.9689265636971327,0.9557205280894389,0.9539021131746742,0.9790762288809259,0.9739351184856083,0.9488966736487707,0.9803471313859796,0.9705336617343692,0.952028431508412,0.9495855797251586,0.9268451808198792,0.950309701733926,0.9548862770833806,0.9637406875264534,0.9521349424108345,0.9619563995106512,0.9686221606456654,0.979801678946934,0.9372307320513839,0.9465388988004932,0.9017834771970933,0.9495791361925813,0.9656513210757249,0.9365872591199255,0.8557613009961832,0.949888949612738,0.9333476785969004,1.0,0.9665758118024779,0.8557613009961832,0.9565602780543048,0.9379645898916739,0.9512177743039332,0.919095161783235,0.9727314393895871,0.94768405607228,0.8557613009961832,0.8518603743638752,0.8485005400018756,0.9650907896800285,0.9426302405848983,0.8557613009961832,0.8557613009961832,0.8557613009961832,0.932296929332781,0.956220343490416,0.9548815641069652,0.9948152873889118,0.9510098946401531,0.8414857228086876,0.907497008478404,0.9409767698153244,0.9425763722383576,0.9228557885505315,0.9734527429241214,0.9816027073883044,0.9752077409841533,0.9551838891880763,0.9699522432791867,0.937229615311782,0.9705669731731028,0.9474849281612158,0.9602704520230673,0.9816002453715366,0.9536614263514602,0.8892680045085168,0.9793361153547999,0.9302860564553084,0.9727660170450282,0.9616309557776257,0.8980996533764765,0.959358472318513,0.9615304808128246,0.9678242043292375,0.9438202161109182,0.9758391343238642,0.8557613009961832,0.9359294596150952,0.937017779898954,0.9335905360104937,0.952530834232974,0.928623787393234,0.93052295948121,0.9558517148959831,0.8557613009961832,0.8557613009961832,0.9616742244431673,0.9639269274255894,0.8557613009961832,0.932296929332781,0.9865973979815743,0.8557613009961832,0.9485485341318604,0.9602019720159758,0.971952310229808,0.9833803398887156,0.9487885916046177,0.9262599088604508,0.9596620266494,0.9749551877724175,0.9700524948659096,0.9700000761542541,0.8557613009961832,0.9394263436866758,0.9147778665681578,0.952028431508412,0.9136606726391132,0.9457236818481886,0.9574588148030326,0.9511018895929044,0.8557613009961832,0.8557613009961832,0.8689845817869397,0.9697776880805709,0.9556130625542433,0.8414857228086876,0.9353897546064521,0.7761946506175778,0.8557613009961832,0.8557613009961832,0.9339474098776068,0.8878951826170755,0.9314701556348315,0.8414857228086876,0.9623810936747675,0.973219766170781,0.9230953722374311,0.8557613009961832,0.8557613009961832,0.952079971162082,0.9560803116656766,0.9679770711081891,0.9535682714362764,0.9787936949386317
Loyola,0.9735027968640432,0.8871650136370672,0.9947912026431569,0.9728300696089318,0.9908901566910282,0.9618478674631415,0.9765324479394103,0.9761808505684046,0.9764806369581216,0.9840334437071776,0.9819891439800188,0.9934645184903592,0.9790997780247959,0.9884779934783292,0.9817180856928578,0.9715183259498708,0.9719024267100628,0.9908447463949246,0.9893141723800071,0.9827409455736192,0.973702191540772,0.9912169439029623,0.9889720767087679,0.9712037058431526,0.9778972534554253,0.9627499498896692,0.9823832837065369,0.983261934924344,0.9504955761906185,0.9690526959004362,0.9225144949245272,0.9725128638735137,0.9973759509625288,0.984334594541402,0.8871650136370672,0.9896865205877287,0.9672408020712623,0.9665758118024779,1.0,0.8871650136370672,0.9952170838575956,0.977157119647121,0.9600179420269055,0.9734204517902592,0.9865530020261762,0.9669189013001297,0.8871650136370672,0.9272695352848604,0.919625056203667,0.9844947564262982,0.9247770916874263,0.8871650136370672,0.8871650136370672,0.8871650136370672,0.9627217884633197,0.9814007727706993,0.9627551896895843,0.9716703813090392,0.9447455818550834,0.9000039819500485,0.9573359364559082,0.9843008920743416,0.993071730906253,0.9748204678798632,0.9826642984497108,0.9964355885311632,0.9607641088520572,0.989444389989087,0.9799479553753155,0.9280756561438347,0.987227507686399,0.9783999154894141,0.9697617735734684,0.9842663144776715,0.9616705001852727,0.8870694662416523,0.9758554356212712,0.9632041090371959,0.9962482669155274,0.9920306892988061,0.9293112161859767,0.9806159375682892,0.9589531533479311,0.9780035473264049,0.9544167162930938,0.976308624091193,0.8871650136370672,0.9300642259909068,0.9629965145415191,0.9689617979430805,0.9877660591806005,0.9440484545316411,0.9712204344454851,0.9770834530046673,0.8871650136370672,0.8871650136370672,0.9713010598493731,0.9949820881926319,0.8871650136370672,0.9627217884633197,0.9773867414781745,0.8871650136370672,0.9694298652083828,0.974818096199788,0.9826355540095983,0.9796824095872617,0.9691761293975808,0.9610989307006442,0.9895204174552376,0.9358825156642386,0.9841551417949034,0.9800136910677488,0.8871650136370672,0.9698640711298925,0.9590278421170617,0.9893141723800071,0.9696669171497497,0.9351738734509643,0.9672794578364465,0.9677343948926408,0.8871650136370672,0.8871650136370672,0.8628858327306285,0.9904869295760408,0.9837489022736388,0.9000039819500485,0.9589720294877684,0.8407471774347753,0.8871650136370672,0.8871650136370672,0.9826102283578668,0.9551069751421384,0.9733586615780245,0.9000039819500485,0.9783477654258319,0.9710045474181643,0.9449450679066049,0.8871650136370672,0.8871650136370672,0.9820120000558258,0.9691652408789673,0.9695679884729167,0.9300464797550061,0.9874112755710542
Noyes,0.9091941788502169,1.0,0.8909492670369319,0.9566101472022314,0.8957467102991814,0.8960552303393321,0.9003790006032696,0.8567218038170985,0.8368876593387663,0.8952332544090698,0.9342045644666264,0.8565120698579335,0.8294283385265281,0.8580610041216715,0.8768965230632594,0.8547234295573468,0.8237030404755622,0.8662072001516927,0.8706761040580514,0.9104532692265946,0.8664269538303618,0.850997381828071,0.9248053754310468,0.9249598565002685,0.9072785745248316,0.9031292509644763,0.8872123973475148,0.9129973823403268,0.8125303881391497,0.9257812125703779,0.9452144409954678,0.878204704412737,0.8967019891906953,0.8089447008630063,1.0,0.8886662313321935,0.8142617303213627,0.8557613009961832,0.8871650136370672,1.0,0.8639276797648137,0.8264798895886554,0.809142386420873,0.821046715133327,0.8724026964365416,0.8458670255033015,1.0,0.7711374519762403,0.7512148295635546,0.8506983991408403,0.7749956611325882,1.0,1.0,1.0,0.84033457358083,0.9203973640388478,0.8857984385558321,0.869502075387735,0.862032602609784,0.7691457239990565,0.8411374361921776,0.8552007129597514,0.8753776045237023,0.829981013754916,0.8886593289325652,0.8757929765730462,0.8674730188716129,0.9322619168368108,0.9278038780698715,0.7813820475315245,0.8943001694083867,0.8630402939708524,0.9170807201383449,0.8963722048553658,0.8806266818615719,0.8907655927182273,0.8948607965193248,0.9443887696665851,0.8874212282661864,0.8968240449088031,0.9392155742104049,0.8577158321332222,0.8532890846946946,0.9165557547565772,0.9506497379933944,0.8806423056319389,1.0,0.7938209169600275,0.9102652657127304,0.806855731361538,0.8836147337885345,0.7760982894630193,0.8350584725798679,0.904946699510153,1.0,1.0,0.898977940131587,0.9003185079412616,1.0,0.84033457358083,0.8917975573483895,1.0,0.8490657681907382,0.9395589559124823,0.8822994170176918,0.8363611002410811,0.9579904398380397,0.9166235171682202,0.9350266248406912,0.7926690183301456,0.8831662235763422,0.8770976876995183,1.0,0.8967375286726357,0.9014520633422951,0.8706761040580514,0.8641982913809864,0.789881804812811,0.8903682183872151,0.9530130794894013,1.0,1.0,0.8395869673070636,0.8720976114696369,0.8652998621403606,0.7691457239990565,0.8906345507014403,0.6372023246886008,1.0,1.0,0.8327301952607942,0.8231972759300116,0.8460842549323159,0.7691457239990565,0.8600901282724437,0.8842700793804893,0.8636209012897992,1.0,1.0,0.8325630724060867,0.924294628728433,0.9232034806918973,0.8342518656609877,0.9142804614219061
Howard,0.971002945783462,0.8639276797648137,0.9951607811340347,0.9546870244690323,0.9769542194178883,0.9373297047104476,0.9550576091449678,0.9640490801165326,0.971480206201997,0.9764148466374197,0.9703358345594975,0.9857980641061609,0.9787865907726162,0.9855294053455156,0.9637774859859101,0.9556550811705796,0.9643249655238375,0.9838733998302228,0.986151709683664,0.9699904410839182,0.9633488175879349,0.9932199822514653,0.979034054725346,0.9671692885891285,0.9758122776127031,0.9645202815372502,0.9731236004407018,0.973822129152987,0.9624350234599951,0.9650702305398465,0.915374213387824,0.9829388492635164,0.996115891071827,0.987061543546022,0.8639276797648137,0.9846504917207866,0.9643391303746038,0.9565602780543048,0.9952170838575956,0.8639276797648137,1.0,0.9810965519434095,0.9739951637400658,0.9844552702738939,0.9744749959974456,0.9635885593445687,0.8639276797648137,0.9380858425752778,0.932133012263006,0.9766856104144374,0.901675711169991,0.8639276797648137,0.8639276797648137,0.8639276797648137,0.9602975737165392,0.9729570486615524,0.9625320899884585,0.963869559205652,0.948803613984922,0.893195517818436,0.9480776684952992,0.9855851405311632,0.9935574038794898,0.9788809830913726,0.9647814762668409,0.9918139001209176,0.9637990295603805,0.9822265225988555,0.9704438652318825,0.9426254120269274,0.9816859639590485,0.9702730294954593,0.9671009583632652,0.9840617954449301,0.9653301380879213,0.8887693379667067,0.9709238708516608,0.94137801140611,0.9941884497497189,0.9908194639700926,0.9216086615679322,0.989754177948387,0.9657078451550074,0.9729204117620398,0.9434899681490789,0.9587191655999671,0.8639276797648137,0.9329640596535609,0.9442075060933184,0.9643623856255894,0.974641890138229,0.9365214341341396,0.9727008177840332,0.9763095941462119,0.8639276797648137,0.8639276797648137,0.9730230638148663,0.9942476325449023,0.8639276797648137,0.9602975737165392,0.972127233643808,0.8639276797648137,0.9813449886698454,0.9666475695316499,0.9645067026318846,0.9846595966558085,0.9556916606072414,0.9480484216555936,0.9790466445408416,0.9347321793106039,0.986990494632373,0.9831455587230457,0.8639276797648137,0.9498458000774883,0.9392799079467524,0.986151709683664,0.9671572090170658,0.9125336882441171,0.9658881288828371,0.9541065328384558,0.8639276797648137,0.8639276797648137,0.8700239317587223,0.9818431851064552,0.9737711804579559,0.893195517818436,0.9433054077840352,0.8516227398083489,0.8639276797648137,0.8639276797648137,0.9902907512134148,0.9606284818432715,0.9606535048688816,0.893195517818436,0.9615880041864627,0.9494612930295455,0.9176933831539569,0.8639276797648137,0.8639276797648137,0.9801808863249281,0.9683464220112821,0.9648730455391039,0.9401719671910308,0.9749348502079525
