Geography,Geographic Area Name,Estimate!!Total,Margin of Error!!Total
1500000US170318065022,Block Group 2; Census Tract 8065.02; Cook County; Illinois,718,328
1500000US170318065023,Block Group 3; Census Tract 8065.02; Cook County; Illinois,1046,260
1500000US170318065024,Block Group 4; Census Tract 8065.02; Cook County; Illinois,1439,439
1500000US170318066001,Block Group 1; Census Tract 8066; Cook County; Illinois,1748,424
1500000US170318066002,Block Group 2; Census Tract 8066; Cook County; Illinois,1489,404
1500000US170318067001,Block Group 1; Census Tract 8067; Cook County; Illinois,1623,404
1500000US170318067002,Block Group 2; Census Tract 8067; Cook County; Illinois,1052,234
1500000US170318067003,Block Group 3; Census Tract 8067; Cook County; Illinois,860,393
1500000US170318067004,Block Group 4; Census Tract 8067; Cook County; Illinois,808,339
1500000US170318068011,Block Group 1; Census Tract 8068.01; Cook County; Illinois,910,323
1500000US170318068012,Block Group 2; Census Tract 8068.01; Cook County; Illinois,1616,508
1500000US170318068013,Block Group 3; Census Tract 8068.01; Cook County; Illinois,1221,335
1500000US170318068014,Block Group 4; Census Tract 8068.01; Cook County; Illinois,552,182
1500000US170318068021,Block Group 1; Census Tract 8068.02; Cook County; Illinois,672,198
1500000US170318068022,Block Group 2; Census Tract 8068.02; Cook County; Illinois,1699,504
1500000US170318068023,Block Group 3; Census Tract 8068.02; Cook County; Illinois,966,374
1500000US170318069001,Block Group 1; Census Tract 8069; Cook County; Illinois,884,355
1500000US170318069002,Block Group 2; Census Tract 8069; Cook County; Illinois,2554,610
1500000US170318069003,Block Group 3; Census Tract 8069; Cook County; Illinois,1760,558
1500000US170318070001,Block Group 1; Census Tract 8070; Cook County; Illinois,2506,874
1500000US170318070002,Block Group 2; Census Tract 8070; Cook County; Illinois,739,387
1500000US170318070003,Block Group 3; Census Tract 8070; Cook County; Illinois,1210,473
1500000US170318070004,Block Group 4; Census Tract 8070; Cook County; Illinois,877,486
1500000US170318071001,Block Group 1; Census Tract 8071; Cook County; Illinois,564,188
1500000US170318071002,Block Group 2; Census Tract 8071; Cook County; Illinois,1346,331
1500000US170318071003,Block Group 3; Census Tract 8071; Cook County; Illinois,1743,453
1500000US170318072001,Block Group 1; Census Tract 8072; Cook County; Illinois,816,264
1500000US170318072002,Block Group 2; Census Tract 8072; Cook County; Illinois,2946,689
1500000US170318072003,Block Group 3; Census Tract 8072; Cook County; Illinois,734,303
1500000US170318072004,Block Group 4; Census Tract 8072; Cook County; Illinois,681,185
1500000US170318072005,Block Group 5; Census Tract 8072; Cook County; Illinois,687,206
1500000US170318073001,Block Group 1; Census Tract 8073; Cook County; Illinois,3527,815
1500000US170318073002,Block Group 2; Census Tract 8073; Cook County; Illinois,1835,954
1500000US170318073003,Block Group 3; Census Tract 8073; Cook County; Illinois,1185,419
1500000US170318073004,Block Group 4; Census Tract 8073; Cook County; Illinois,934,520
1500000US170318073005,Block Group 5; Census Tract 8073; Cook County; Illinois,664,306
1500000US170318074001,Block Group 1; Census Tract 8074; Cook County; Illinois,1022,451
1500000US170318074002,Block Group 2; Census Tract 8074; Cook County; Illinois,1834,1125
1500000US170318074003,Block Group 3; Census Tract 8074; Cook County; Illinois,1846,483
1500000US170318074004,Block Group 4; Census Tract 8074; Cook County; Illinois,1011,371
1500000US170318074005,Block Group 5; Census Tract 8074; Cook County; Illinois,1170,526
1500000US170318075001,Block Group 1; Census Tract 8075; Cook County; Illinois,1036,279
1500000US170318075002,Block Group 2; Census Tract 8075; Cook County; Illinois,1061,326
1500000US170318075003,Block Group 3; Census Tract 8075; Cook County; Illinois,1146,344
1500000US170318076001,Block Group 1; Census Tract 8076; Cook County; Illinois,974,428
1500000US170318076002,Block Group 2; Census Tract 8076; Cook County; Illinois,1683,529
1500000US170318076003,Block Group 3; Census Tract 8076; Cook County; Illinois,1043,409
1500000US170318076004,Block Group 4; Census Tract 8076; Cook County; Illinois,1561,833
1500000US170318076005,Block Group 5; Census Tract 8076; Cook County; Illinois,1104,485
1500000US170318077001,Block Group 1; Census Tract 8077; Cook County; Illinois,1869,771
1500000US170318077002,Block Group 2; Census Tract 8077; Cook County; Illinois,1875,540
1500000US170318077003,Block Group 3; Census Tract 8077; Cook County; Illinois,750,400
1500000US170318077004,Block Group 4; Census Tract 8077; Cook County; Illinois,1804,509
1500000US170318078001,Block Group 1; Census Tract 8078; Cook County; Illinois,1387,320
1500000US170318078002,Block Group 2; Census Tract 8078; Cook County; Illinois,1279,255
1500000US170318079001,Block Group 1; Census Tract 8079; Cook County; Illinois,1014,345
1500000US170318079002,Block Group 2; Census Tract 8079; Cook County; Illinois,2033,599
1500000US170318079003,Block Group 3; Census Tract 8079; Cook County; Illinois,1248,435
1500000US170318080011,Block Group 1; Census Tract 8080.01; Cook County; Illinois,1228,434
1500000US170318080012,Block Group 2; Census Tract 8080.01; Cook County; Illinois,975,333
1500000US170318080013,Block Group 3; Census Tract 8080.01; Cook County; Illinois,1431,353
1500000US170318080021,Block Group 1; Census Tract 8080.02; Cook County; Illinois,1200,502
1500000US170318080022,Block Group 2; Census Tract 8080.02; Cook County; Illinois,1781,389
1500000US170318080023,Block Group 3; Census Tract 8080.02; Cook County; Illinois,1602,507
1500000US170318080024,Block Group 4; Census Tract 8080.02; Cook County; Illinois,667,316
1500000US170318081001,Block Group 1; Census Tract 8081; Cook County; Illinois,1878,267
1500000US170318081002,Block Group 2; Census Tract 8081; Cook County; Illinois,2030,344
1500000US170318082001,Block Group 1; Census Tract 8082; Cook County; Illinois,3194,473
1500000US170318082002,Block Group 2; Census Tract 8082; Cook County; Illinois,1047,231
1500000US170318082003,Block Group 3; Census Tract 8082; Cook County; Illinois,1330,320
1500000US170318083011,Block Group 1; Census Tract 8083.01; Cook County; Illinois,1127,358
1500000US170318083012,Block Group 2; Census Tract 8083.01; Cook County; Illinois,2975,677
1500000US170318083013,Block Group 3; Census Tract 8083.01; Cook County; Illinois,841,342
1500000US170318083014,Block Group 4; Census Tract 8083.01; Cook County; Illinois,1159,519
1500000US170318083021,Block Group 1; Census Tract 8083.02; Cook County; Illinois,1914,503
1500000US170318083022,Block Group 2; Census Tract 8083.02; Cook County; Illinois,2100,426
1500000US170318083023,Block Group 3; Census Tract 8083.02; Cook County; Illinois,473,191
1500000US170318084001,Block Group 1; Census Tract 8084; Cook County; Illinois,1580,352
1500000US170318084002,Block Group 2; Census Tract 8084; Cook County; Illinois,843,278
1500000US170318084003,Block Group 3; Census Tract 8084; Cook County; Illinois,2076,531
1500000US170318085001,Block Group 1; Census Tract 8085; Cook County; Illinois,1906,466
1500000US170318085002,Block Group 2; Census Tract 8085; Cook County; Illinois,840,305
1500000US170318085003,Block Group 3; Census Tract 8085; Cook County; Illinois,870,240
1500000US170318085004,Block Group 4; Census Tract 8085; Cook County; Illinois,639,189
1500000US170318086001,Block Group 1; Census Tract 8086; Cook County; Illinois,1078,169
1500000US170318086002,Block Group 2; Census Tract 8086; Cook County; Illinois,1307,239
1500000US170318087021,Block Group 1; Census Tract 8087.02; Cook County; Illinois,2422,297
1500000US170318087022,Block Group 2; Census Tract 8087.02; Cook County; Illinois,730,218
1500000US170318087023,Block Group 3; Census Tract 8087.02; Cook County; Illinois,2186,319
1500000US170318088001,Block Group 1; Census Tract 8088; Cook County; Illinois,1335,201
1500000US170318088002,Block Group 2; Census Tract 8088; Cook County; Illinois,2509,414
1500000US170318089001,Block Group 1; Census Tract 8089; Cook County; Illinois,1615,404
1500000US170318089002,Block Group 2; Census Tract 8089; Cook County; Illinois,794,223
1500000US170318089003,Block Group 3; Census Tract 8089; Cook County; Illinois,1807,291
1500000US170318090001,Block Group 1; Census Tract 8090; Cook County; Illinois,869,242
1500000US170318090002,Block Group 2; Census Tract 8090; Cook County; Illinois,1026,388
1500000US170318090003,Block Group 3; Census Tract 8090; Cook County; Illinois,1470,183
1500000US170318090004,Block Group 4; Census Tract 8090; Cook County; Illinois,686,202
1500000US170318091001,Block Group 1; Census Tract 8091; Cook County; Illinois,1170,294
1500000US170318091002,Block Group 2; Census Tract 8091; Cook County; Illinois,616,171
1500000US170318091003,Block Group 3; Census Tract 8091; Cook County; Illinois,1701,428
1500000US170318092001,Block Group 1; Census Tract 8092; Cook County; Illinois,513,250
1500000US170318092002,Block Group 2; Census Tract 8092; Cook County; Illinois,1593,661
1500000US170318092003,Block Group 3; Census Tract 8092; Cook County; Illinois,1551,454
1500000US170318092004,Block Group 4; Census Tract 8092; Cook County; Illinois,1273,517
1500000US170318093001,Block Group 1; Census Tract 8093; Cook County; Illinois,842,267
1500000US170318093002,Block Group 2; Census Tract 8093; Cook County; Illinois,1499,488
1500000US170318093003,Block Group 3; Census Tract 8093; Cook County; Illinois,2407,704
1500000US170318094011,Block Group 1; Census Tract 8094.01; Cook County; Illinois,1602,554
1500000US170318094012,Block Group 2; Census Tract 8094.01; Cook County; Illinois,1514,306
1500000US170318094021,Block Group 1; Census Tract 8094.02; Cook County; Illinois,1492,234
1500000US170318094022,Block Group 2; Census Tract 8094.02; Cook County; Illinois,1352,358
1500000US170318095001,Block Group 1; Census Tract 8095; Cook County; Illinois,1736,490
1500000US170318095002,Block Group 2; Census Tract 8095; Cook County; Illinois,1436,346
1500000US170318095003,Block Group 3; Census Tract 8095; Cook County; Illinois,1001,310
1500000US170318096001,Block Group 1; Census Tract 8096; Cook County; Illinois,742,255
1500000US170318096002,Block Group 2; Census Tract 8096; Cook County; Illinois,1316,265
1500000US170318096003,Block Group 3; Census Tract 8096; Cook County; Illinois,929,365
1500000US170318097001,Block Group 1; Census Tract 8097; Cook County; Illinois,920,258
1500000US170318097002,Block Group 2; Census Tract 8097; Cook County; Illinois,2169,566
1500000US170318097003,Block Group 3; Census Tract 8097; Cook County; Illinois,679,289
1500000US170318098001,Block Group 1; Census Tract 8098; Cook County; Illinois,576,135
1500000US170318098002,Block Group 2; Census Tract 8098; Cook County; Illinois,2040,436
1500000US170318099001,Block Group 1; Census Tract 8099; Cook County; Illinois,1341,258
1500000US170318099002,Block Group 2; Census Tract 8099; Cook County; Illinois,1393,286
1500000US170318100001,Block Group 1; Census Tract 8100; Cook County; Illinois,1633,441
1500000US170318100002,Block Group 2; Census Tract 8100; Cook County; Illinois,2013,576
1500000US170318100003,Block Group 3; Census Tract 8100; Cook County; Illinois,1550,583
1500000US170318101001,Block Group 1; Census Tract 8101; Cook County; Illinois,351,133
1500000US170318101002,Block Group 2; Census Tract 8101; Cook County; Illinois,834,277
1500000US170318101003,Block Group 3; Census Tract 8101; Cook County; Illinois,809,278
1500000US170318101004,Block Group 4; Census Tract 8101; Cook County; Illinois,1127,764
1500000US170318101005,Block Group 5; Census Tract 8101; Cook County; Illinois,1348,264
1500000US170318102001,Block Group 1; Census Tract 8102; Cook County; Illinois,935,468
1500000US170318102002,Block Group 2; Census Tract 8102; Cook County; Illinois,1610,931
1500000US170318102003,Block Group 3; Census Tract 8102; Cook County; Illinois,1079,542
1500000US170318102004,Block Group 4; Census Tract 8102; Cook County; Illinois,1494,501
1500000US170318102005,Block Group 5; Census Tract 8102; Cook County; Illinois,934,437
1500000US170318102006,Block Group 6; Census Tract 8102; Cook County; Illinois,464,214
1500000US170318103011,Block Group 1; Census Tract 8103.01; Cook County; Illinois,581,252
1500000US170318103012,Block Group 2; Census Tract 8103.01; Cook County; Illinois,734,250
1500000US170318103013,Block Group 3; Census Tract 8103.01; Cook County; Illinois,1695,986
1500000US170318103014,Block Group 4; Census Tract 8103.01; Cook County; Illinois,1276,417
1500000US170318103021,Block Group 1; Census Tract 8103.02; Cook County; Illinois,1733,474
1500000US170318103022,Block Group 2; Census Tract 8103.02; Cook County; Illinois,858,314
1500000US170318103023,Block Group 3; Census Tract 8103.02; Cook County; Illinois,642,196
1500000US170318104001,Block Group 1; Census Tract 8104; Cook County; Illinois,1033,349
1500000US170318104002,Block Group 2; Census Tract 8104; Cook County; Illinois,1401,350
1500000US170318104003,Block Group 3; Census Tract 8104; Cook County; Illinois,2498,515
1500000US170318104004,Block Group 4; Census Tract 8104; Cook County; Illinois,760,225
1500000US170318105011,Block Group 1; Census Tract 8105.01; Cook County; Illinois,1408,397
1500000US170318105012,Block Group 2; Census Tract 8105.01; Cook County; Illinois,1011,301
1500000US170318105013,Block Group 3; Census Tract 8105.01; Cook County; Illinois,1207,314
1500000US170318105014,Block Group 4; Census Tract 8105.01; Cook County; Illinois,1063,313
1500000US170318105015,Block Group 5; Census Tract 8105.01; Cook County; Illinois,428,197
1500000US170318105021,Block Group 1; Census Tract 8105.02; Cook County; Illinois,1089,487
1500000US170318105022,Block Group 2; Census Tract 8105.02; Cook County; Illinois,1026,549
1500000US170318105023,Block Group 3; Census Tract 8105.02; Cook County; Illinois,1451,525
1500000US170318105024,Block Group 4; Census Tract 8105.02; Cook County; Illinois,1132,579
1500000US170318105025,Block Group 5; Census Tract 8105.02; Cook County; Illinois,1249,869
1500000US170318106001,Block Group 1; Census Tract 8106; Cook County; Illinois,1413,468
1500000US170318106002,Block Group 2; Census Tract 8106; Cook County; Illinois,2000,533
1500000US170318106003,Block Group 3; Census Tract 8106; Cook County; Illinois,1393,390
1500000US170318107011,Block Group 1; Census Tract 8107.01; Cook County; Illinois,933,419
1500000US170318107012,Block Group 2; Census Tract 8107.01; Cook County; Illinois,1563,654
1500000US170318107013,Block Group 3; Census Tract 8107.01; Cook County; Illinois,1084,379
1500000US170318107014,Block Group 4; Census Tract 8107.01; Cook County; Illinois,1455,338
1500000US170318107021,Block Group 1; Census Tract 8107.02; Cook County; Illinois,1480,419
1500000US170318107022,Block Group 2; Census Tract 8107.02; Cook County; Illinois,1042,636
1500000US170318107023,Block Group 3; Census Tract 8107.02; Cook County; Illinois,1531,541
1500000US170318108001,Block Group 1; Census Tract 8108; Cook County; Illinois,1106,486
