,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Clark/Division,0.05673436748703301,0.13256539620134508,0.1685773976227493,0.5857340672023281,0.7214351721541922,0.7486444905447511,0.725696301160998,0.5625698441095108,0.42323681523520296,0.3179335242970954,0.18694191674428876,0.8776908871089905,0.28773899753973764,0.26118343731056604,0.41100564716648,0.44180475551012244,0.3061547747479088,0.3342949493281599,0.6398680273767382,0.7385050979100525,0.7273291158139593,0.6093822925341515,0.14403260511227084,0.061936927963812664,0.07938276860048901,0.21357418056801725,0.3012498730747395,0.4331699654399881,0.12702740654791353,0.12854929986843014,0.12667519537991137,0.12246161337098685,0.20802783636326777,0.5459112855156567,0.028639430821486775,0.5219951162504249,0.7823198714969053,0.19325237986394891,0.07240686186174652,0.13988439395815888,0.37668820904747735,0.16956370489298397,0.5795889133898803,0.303102208743189,0.10887846368853264,0.218818187141051,0.23119739885048216,0.5519804066246851,0.6456599338833048,0.06881358697722463,0.08566328954659921,0.09492473308745533,0.7094536006873137,0.23438908546906628,0.2566657900425784,0.2344146174756896,0.240389961815119,0.6812570361756921,0.65925136590509,0.3027954210749798,0.23249005022840497,0.24645500100410161,0.3707389652863738,0.5613667382987682,0.4956687314150466,0.4297200481926838,0.15365858518868925,0.2230885574637068,0.6393220097234212,0.3529857009326828,0.10675925953984765,0.1850129595651817,0.09640325556542545,0.15372416384704107,0.31849152729145946,0.38177355945109515,0.410516088329709,0.3742302428516162,0.34922099948964264,0.2676530766410678,0.2436145056429678,0.2222644950471238,0.1928594684059102,0.6730529241484097,0.08451346492231826,0.4315481528249566,0.70645365943289,0.8815626450299471,0.8134744770479186,0.8653617818928374,0.2765297373175055,0.28292465923794,0.12961702683447202,0.10845821571674992,0.1268881568761316,0.3534624738080766,0.09601571877594814,0.6804158782934577,0.07887464141365166,0.15005170891417155,0.2126789955799144,0.4220907944013314,0.4875254652009629,0.2735321014820687,0.16511419184470386,0.1718489668131917,0.2545232429731893,0.49103900868360195,0.322344695941293,0.2929622882762498,0.17068427210627032,0.5947213693973418,0.6170346364240091,0.6264201990436257,0.35106610177893166,0.7031164726492445,0.1869645757192731,0.3017833870111326,0.06564113535782114,0.07728600642988415,0.33456372366639714,0.4181299252556011,0.4638803423202836,0.7407956471829359,0.6535196005925842,1.0,0.055817856995471496,0.11994944874902376,0.148929837933065,0.25778554642922363,0.779835100745164,0.7036793464274992,0.4637627801811892,0.6649970247053277,0.6520281167001186,0.04506841173996855,0.11816181443228671,0.6489097325570458,0.049984699868792976,0.13062581283197006,0.16697900332125679
Linden,0.09724794170987743,0.03605143730282273,0.0394222419830078,0.04448647485536776,0.04283158039937275,0.04743307697939567,0.052144634471164936,0.06715926469448258,0.0824386356833342,0.10611073621712223,0.14175296137038548,0.05044961118575897,0.17139613508778231,0.17026867796106757,0.12369488227643183,0.11656241556239742,0.17081341863507818,0.157596293122147,0.03619977598654089,0.041289470638613435,0.040675752980981694,0.03419264766389412,0.14975698875879767,0.0035841718174437483,0.004584727222259146,0.012308396480793338,0.017256150901803456,0.02466787837392155,0.00713479179965039,0.007285916167256692,0.007551112692924104,0.0077150357517608075,0.011756705085029417,0.030659884123970943,0.04846299430483712,0.10559128163920345,0.06528201437215002,0.2882838900484241,0.7698138929359757,0.39896798560921876,0.04411731584829684,0.32903878970797396,0.09420785141364985,0.0172011223633798,0.5121273058379249,0.2547579739229625,0.24127431998993557,0.09940649818605181,0.08313975704495444,0.39048389219760665,0.6512082031945554,0.5876618799990352,0.03980710310381896,0.013225744299264711,0.014507809562504258,0.1301889849222022,0.042864284901664634,0.03825907472823273,0.03750524121573994,0.18419691161898627,0.17245100447843037,0.16861017359668434,0.1399294205009307,0.03774277387379163,0.038199144110679456,0.03837804096206934,0.030170199173792107,0.033650471492940544,0.035878574415327845,0.09290383063154534,0.006151075967346104,0.010470100478676468,0.008543196901198473,0.011824953505491223,0.020867584192047824,0.02307338465654028,0.028417262010995575,0.02701438446737271,0.027067831043186177,0.026578443979299548,0.026219510890117797,0.025806686860855046,0.024453450885468377,0.04368875425220221,0.3535013766664608,0.02434826537973269,0.039461866327804164,0.04922007876362815,0.045418015772964254,0.0633970349422996,0.171235152800948,0.03632778808504089,0.02897086159404138,0.027565802199405288,0.010812344024656216,0.03748802116544548,0.026452171966480514,0.03809901229911627,0.12399534627579234,0.03783171165875031,0.04206450424280005,0.044266315010225175,0.0750006555411021,0.12192609779910855,0.00935739665626936,0.011919122386007529,0.017945448536858782,0.03558646365337982,0.02702346801426989,0.02684466821173404,0.02372388717245655,0.03690679963941578,0.03626142033575143,0.03545587110703469,0.15853647556335346,0.07438002280257297,0.04075115796857318,0.043875471897255464,0.8489518403937291,0.7221811788826464,0.04408266790683525,0.13291986976795592,0.11958772092294767,0.04165681739685174,0.036732969307783345,0.055817856995471496,1.0,0.46458879510757245,0.37469777015038386,0.2165244012520132,0.044257592990931516,0.03999545346049626,0.11536612928741749,0.0371774875443376,0.036537771806755305,0.07826492220361454,0.03436430406335125,0.059787860405195604,0.0028971546455784673,0.007574513492079781,0.009657247853994733
South Boulevard,0.12358303983048093,0.065821666406811,0.07441566740619293,0.09521043613534634,0.09218980723347427,0.10206448399354918,0.11208411994641006,0.14306293980975743,0.1723603002115911,0.21558198968091555,0.2579971532323673,0.10854670287506898,0.3605994638191575,0.34860153767243923,0.26445078645656767,0.24978482696067375,0.36435470571689066,0.33716586317657865,0.07790127754410252,0.08878060050258373,0.08746540159762545,0.07355831843289806,0.2505511764820804,0.007704377359304314,0.009857634232655286,0.02648057133659968,0.03713800359269708,0.05309615379853912,0.01535597443238353,0.01568171694952725,0.016203805082902333,0.016475384579953612,0.025305607345036375,0.06596695012855512,0.05695802390885286,0.22727458011776655,0.14050570748145708,0.6146974623020566,0.6006725651439644,0.8554906499401873,0.09176410992996632,0.7029917677552514,0.2027758497256088,0.03702432819732224,0.9070616383245053,0.544732278217431,0.5167683520248986,0.2139665154976992,0.17894003387070584,0.39685359901967676,0.7134078377711821,0.7904654206765848,0.08562571630172787,0.028467202280194368,0.031227070404149453,0.2511546495324675,0.0848498069821675,0.08230380354658996,0.08071827333682019,0.396108893724636,0.34172386967323876,0.3388780728561023,0.29925921750064016,0.08096429415234077,0.08145620632784861,0.08111063479259013,0.057518218895904534,0.06707137828929385,0.07718342125983373,0.19070252242764743,0.013229228665496062,0.022536149642254907,0.017544903611941196,0.024798074861450425,0.04461313065498622,0.04957700639398501,0.0606989291225113,0.057517232501783346,0.05734228379077381,0.05506068584872429,0.05383472511267333,0.05250403165942987,0.049119444868772934,0.0939290027986892,0.428412336545675,0.05240257129967287,0.08483939446011465,0.10575645668298567,0.09762300050938046,0.13638639947833722,0.3565122432646491,0.0741285323013219,0.05393075997128334,0.0500061075111419,0.022383748545620304,0.07808890725744244,0.04714763306931284,0.08194075281279706,0.17003534144001767,0.0702757087812009,0.08193362351941448,0.09294415771603795,0.1585003270695671,0.24273089592295874,0.020140689026846473,0.025267444682161477,0.038108949837855906,0.07603499594336031,0.056891242787349104,0.05606386262593338,0.04702282808541709,0.07935536579154333,0.07804260409687029,0.07630248403871272,0.3411308916114573,0.16006815286363485,0.07801131987009055,0.08924305085052642,0.5451321878241817,0.6423215748908421,0.0906521645003692,0.28603185095335515,0.2573631223340828,0.0896116312658446,0.07902762964380493,0.11994944874902376,0.46458879510757245,1.0,0.7989284230032747,0.46480799051050387,0.09522903182646585,0.08607173022672077,0.24802031182130382,0.07994435580375249,0.07859132677006886,0.09598245659064204,0.061735129934038714,0.12809272299925373,0.006226205096264035,0.01628615807245502,0.020770507534998022
Jarvis,0.11729385751976136,0.07260357534574935,0.08336559359745094,0.1160137579975553,0.11376602326619137,0.12569355441410882,0.13756038718680055,0.17310648362383121,0.20453954711907107,0.2493925651896669,0.27717760479920317,0.13442770238356055,0.4262141675134432,0.4013067431235016,0.3204962753480441,0.3040002321820361,0.43848675986315266,0.40819781848107284,0.09641723401991899,0.1101289652500139,0.10848727827874982,0.09114541261226713,0.2582014705070297,0.0094711300905853,0.012124303232772034,0.03261591366926006,0.045808072631195004,0.06559291134310423,0.018998212695916207,0.019359270627367513,0.01985366875178715,0.020061819993755028,0.03126994900141516,0.08170928557742992,0.05347312127646608,0.28065569849308236,0.17324626975246693,0.7684078015059295,0.4861808868011318,0.932062326976263,0.1088588319189792,0.8780940130439111,0.2501693237754675,0.045733898186113585,0.728187670887704,0.6797002721045868,0.6439083482140052,0.2640842775460699,0.22056361423374465,0.33703970735838223,0.5744044828032653,0.6361983898936893,0.10612962102379965,0.035191882765871874,0.038593316809953926,0.2795138376599811,0.09746730649403798,0.10198789571061559,0.09985174113799243,0.49075548493539295,0.3833018967375427,0.3844501507951046,0.36251203291092005,0.09902098533949859,0.09883756689808826,0.09754163024229458,0.06489379052636027,0.07747783757528909,0.09564233697494805,0.2227173531897181,0.016281585587068804,0.027837369235873533,0.020731324750098874,0.0297065864840184,0.05434737724079778,0.06084396801024647,0.07383302605662699,0.06971991788251466,0.06916723183550509,0.06525454915276385,0.06341734607779999,0.0614890044100826,0.05709138760855918,0.11536744796617296,0.3767490303911778,0.06482846913175407,0.10526676026243081,0.1313358393665721,0.1211705264701968,0.16895943934979443,0.4167451170136235,0.08684632071198604,0.06014602935945976,0.05511313410523062,0.02657485583599338,0.09280288107964511,0.05156552730678553,0.10159457656047485,0.16411476730662808,0.07812863234080655,0.0932731877825831,0.11108382881479771,0.19007334526141914,0.27608993582313984,0.02486899716650503,0.030536351119690486,0.0461044886526005,0.092486567392174,0.06824998054319639,0.06683415472246279,0.05424278763517987,0.09750749278355407,0.09624766524099922,0.09442675934423697,0.4218973136293408,0.19716021352674354,0.08800481569874417,0.10422603479196042,0.44074982598794216,0.5188417650933103,0.10665395946810159,0.3537397944620263,0.31818969029868893,0.11104601924227261,0.09790534870640404,0.148929837933065,0.37469777015038386,0.7989284230032747,1.0,0.5776820808250951,0.11791856488790417,0.10651283380244897,0.303997743661858,0.0991569813905449,0.09741867760807493,0.09055760258307637,0.06761602261582654,0.1562180896835294,0.007650863269785702,0.020028530167441164,0.025560904779799307
Bryn Mawr,0.11019283344232693,0.10008448526830722,0.1188627453556191,0.19732012966124782,0.19651381765434522,0.21671152429777663,0.23622404276960063,0.28991527343599693,0.32677199962633824,0.3688963575870295,0.33119659189274714,0.23263775338189485,0.6294066650216096,0.5489114597771377,0.5311274339431524,0.5101624169764705,0.688885928005738,0.6627953458338024,0.1668352323290611,0.1906393746765669,0.1877974959932212,0.15776315688009976,0.27969989196048706,0.01632884455388739,0.020910314031971834,0.05629625046964689,0.07913756638541018,0.11341139470947269,0.03287506434810529,0.033468818086084734,0.03411302844275914,0.034220526502019996,0.054082334786913815,0.14142098046300297,0.05017951457888451,0.4843676098484064,0.2988982408725515,0.7474263747925121,0.28086566729766915,0.5425021098549331,0.17606643365035085,0.657575596216475,0.4314833517138175,0.07907812659557585,0.4221085824584296,0.8456354124020643,0.8945112614282963,0.4556065331723523,0.3801917364665309,0.23093568542894874,0.33222947153939697,0.3681237849623251,0.1837061511897446,0.0608761199921894,0.06675113114804905,0.3671309311222061,0.1469189133314812,0.17653067850858192,0.1727406948616822,0.8471723566072771,0.48863795552363115,0.5069899819851029,0.5959344070635275,0.1694229378406557,0.1670983341178646,0.1623269813754098,0.09455849879700641,0.118792411336432,0.16554782755037653,0.34036122446571093,0.0280920875381476,0.04813778874602129,0.03366547143043351,0.049383230259250926,0.09261653365212627,0.10462900602754646,0.12545464343159227,0.11785151533685402,0.11597124495894194,0.10589443050095558,0.1016848328648288,0.09742859444821447,0.08908523696943808,0.19837721344515666,0.2736156960675982,0.11216501571197743,0.18222091311412736,0.2273187554173634,0.20974487144750212,0.2924109488340675,0.5947997510104478,0.13715439332953105,0.08542905872521601,0.07626224084254431,0.04349389431143255,0.15094983721704308,0.0701619929937391,0.17586281965824713,0.15770062289537906,0.10955370064797271,0.13778858788623485,0.18242772038083105,0.3118579533874118,0.3860417233773584,0.04299714493834877,0.05149565352055672,0.0777972704683985,0.15702487317594685,0.11333831932407518,0.10969327801032104,0.08331236679433478,0.16779135533762296,0.16619550929025545,0.16338428601716373,0.7277083690247188,0.33968813981982776,0.1274111238331441,0.1629907269525909,0.25462763957932066,0.2998064811225459,0.16948598803689352,0.610917737019983,0.5495853686195648,0.19220875149538455,0.1694570043203439,0.25778554642922363,0.2165244012520132,0.46480799051050387,0.5776820808250951,1.0,0.2040640934590305,0.18428894259344583,0.5181895086107804,0.17164625913107684,0.1686304677289122,0.0847176307137163,0.09179775417665016,0.26565687056450715,0.013186832245206738,0.03453355506927212,0.04409345577611567
Merchandise Mart,0.05156929744561818,0.13942704717196358,0.17764645524203945,0.6630130359619424,0.8956718741904859,0.8422694155701042,0.7506127568824186,0.5294462070201681,0.3878651326661748,0.283310551991826,0.16457902533480542,0.8771721347884373,0.23668133946431952,0.2182941870353834,0.3390893040637786,0.36382057871387946,0.24883085452259415,0.27157443740668563,0.8173296527800468,0.9116316283614051,0.9027239636650745,0.7718565638518142,0.12696456715966034,0.07915734647236629,0.1014468375854507,0.2731833735449842,0.3851956233951127,0.5537130132420307,0.1611012457234913,0.16369343600567468,0.16237670727653516,0.15694298401296009,0.2647606493138959,0.6926891915015255,0.026843887397521686,0.4184489171598555,0.6677413027252039,0.15271091473594758,0.05735620431173298,0.11091437768325821,0.4093919184570701,0.13419250981901457,0.46787175260804403,0.38661415949575545,0.08640559810289233,0.1729307885447628,0.18280589872091757,0.44397656015680326,0.5277357689554147,0.05676147103307048,0.06795628484278905,0.07530686230031411,0.8950702142052783,0.29814759367290333,0.32678032329430773,0.2064240025833514,0.2552576239325447,0.8627448718829652,0.8444881453053708,0.24022727638940186,0.19647373722214242,0.2077445042837468,0.30315874715327656,0.6830918271937908,0.5829652089355429,0.49310203925956364,0.16767646374807726,0.24647944615848902,0.8095716651037816,0.32026128785532465,0.13642254413631769,0.23556013420340818,0.11997316613175046,0.1932782297810452,0.40451438126294986,0.48891498126598937,0.5110038483790025,0.46352329653867774,0.4270740090684341,0.31587319948311826,0.28489829129989774,0.25792254407983867,0.22245736222747473,0.7939975257450594,0.06998306478941729,0.5494904983062452,0.8737990856712239,0.8643415389057495,0.9177729849336828,0.6978505039947596,0.22902035838427862,0.3144473728548331,0.14042472648063267,0.11673647452416355,0.15798513735045577,0.3987114459186948,0.10297548110839798,0.8554116911633665,0.0707624749247329,0.15796135723485816,0.2249237024036942,0.46233054249123806,0.4509853475754395,0.24073541632355425,0.21030334385419344,0.21838681288549433,0.3210455696220877,0.5920602307139705,0.38923037203710764,0.34927593594616285,0.19537979768737346,0.7451272978043001,0.7883653604247005,0.8002809308675712,0.2791537765560021,0.5859295316891463,0.19723798279621466,0.32349309320672504,0.052006081523071936,0.06125768967351387,0.36067182375964446,0.3329290621083825,0.3699742632205269,0.9366070529325258,0.8294172114630747,0.779835100745164,0.044257592990931516,0.09522903182646585,0.11791856488790417,0.2040640934590305,1.0,0.9016839142115374,0.37694680255994195,0.8321371364641714,0.8228638442290934,0.041395445510920455,0.12418034177087899,0.6276078110998213,0.06388543290849162,0.1671059801919779,0.21360830829862462
Washington/Wells,0.04868807514604726,0.139068633576207,0.17711373992799626,0.6634622470704485,0.8962840827440532,0.8027776054788949,0.7092262453083868,0.4974199412248421,0.3637647406299213,0.26415323096399584,0.15324966668316303,0.7916114501466679,0.2156688381238215,0.19983436597099088,0.3088917600496937,0.33117254678750196,0.22601713279146088,0.2466065110897601,0.9050045688619661,0.9142971501679498,0.9210686476250649,0.8496025065028185,0.11836565986712291,0.08778389979020199,0.11250147025801342,0.3029669900878284,0.4271751416134615,0.6139972216069215,0.1783611046480622,0.1814176056587481,0.18001429877731157,0.17361791465431312,0.29336446326474375,0.7651700110020109,0.025659636062448445,0.3785186765095812,0.6074991624859578,0.1378784431224013,0.05181990240163172,0.10021738545248869,0.40995384305026367,0.1211974891690849,0.42361496544577554,0.42856323438600763,0.07809161095104282,0.15613253291185725,0.16506120081124603,0.40179112735360817,0.4785625428849915,0.0518517657082519,0.0614150858997668,0.0680575982578003,0.9465268486224485,0.3302977177317545,0.362093116170853,0.19206461324371063,0.25464523193714717,0.937800857455046,0.9365668833675714,0.21702345814990184,0.1804944205577507,0.19067406550069174,0.2756573314138306,0.7153213838900322,0.6018130524136868,0.5049983971243572,0.1698349235516193,0.2504335861396208,0.888580844547094,0.3000536431185602,0.15128660333374205,0.2610416156088416,0.1300262122858796,0.21065240731792784,0.44334428032147344,0.5400176800050884,0.5503190927819781,0.49806446621926376,0.4554766226539337,0.3310046618036703,0.29736900797143095,0.2683418725727719,0.23097350313806714,0.7943443123581669,0.06399583321400246,0.6086354392119842,0.909478243258591,0.7858860742287185,0.84830410336375,0.6299647342479633,0.20909093770025128,0.31959500995869766,0.14189337727162268,0.11770397945037649,0.17119945070498477,0.4067340336061873,0.10371163206310419,0.920865216110632,0.06645922079218912,0.15752060178646224,0.224233971777969,0.4632844607429795,0.4231493381214035,0.22378520032262772,0.2330779736812307,0.23974122504869133,0.3502707706429095,0.6207705725300294,0.412323381198079,0.36770857648123456,0.2022448923889017,0.7962487793734181,0.8631326289052005,0.886497489465006,0.2522748817353167,0.532547794427639,0.19660942917632357,0.32320324007627793,0.04698864142571241,0.05535154615448481,0.36068159816450457,0.30089863955584406,0.3344367354812425,0.9397889019208916,0.9109507801135174,0.7036793464274992,0.03999545346049626,0.08607173022672077,0.10651283380244897,0.18428894259344583,0.9016839142115374,1.0,0.3420423815357063,0.8966451686776662,0.8980374832472234,0.03924607613754513,0.12388138918101156,0.5902010650205867,0.07084811377733553,0.1853261646361747,0.23689844769573734
Southport,0.10551573083721529,0.15601716221234155,0.19196561998028958,0.38062475571022586,0.36948503749007994,0.41053847514266545,0.45191506216468985,0.5558476118637049,0.579186645671127,0.5446030481226163,0.35790943914647394,0.42847823854820216,0.6184159615494927,0.5509995426364853,0.8633415457683538,0.9142901230896863,0.6595542976923853,0.7200918924896346,0.30964892623955387,0.3483560486863354,0.34348154469614045,0.291090914824383,0.27887406905574863,0.03106236877953016,0.03973933115451699,0.10665112971741357,0.1492995628623453,0.2126980586153688,0.061442620236638386,0.06301048998035083,0.06528075357475312,0.06590233952041612,0.10146015873926471,0.2617221089713089,0.05029386301427748,0.8670200240317396,0.5626158290043091,0.3886244195007025,0.14898141761999373,0.2874676860012375,0.328688880950864,0.3446472714882552,0.7995004765369358,0.14846848757900521,0.22497493162260787,0.43859345558767715,0.46382079559952194,0.8345768400712092,0.7141958399541506,0.14822238772304042,0.17702791494429043,0.19608560168543698,0.3377464035225793,0.11400831265522404,0.12511728423618726,0.43981726061012116,0.2527527378494839,0.3252111874192418,0.321398797303402,0.6108136847997242,0.4827747663225204,0.5130676467295594,0.7983041984144478,0.3257179831262488,0.32242893985311477,0.31122805075377813,0.15852452974950118,0.21044668167754915,0.30520854792637164,0.5486834540750337,0.05331704493797719,0.090434974403876,0.0638951445904211,0.09491414325174125,0.17847754258218007,0.19988129347853303,0.24200977591601963,0.22741961126374607,0.22339612748888307,0.19971991992621096,0.18976683992984306,0.1798029798443529,0.1620221042861496,0.37868699693358826,0.18170623533893349,0.20911299426506894,0.3326098669079288,0.40990933120975,0.3807731136086883,0.5341150483651357,0.5904511214605492,0.2506549189893167,0.13924406546370227,0.12083108075956148,0.08291521991561991,0.2841957199505371,0.10920228570111133,0.32283994587137355,0.1498267023762197,0.17382239253228499,0.23149257274482105,0.3457320129361743,0.5815862604326553,0.5036393534707313,0.08088494435826907,0.09936578813552857,0.15011628705689883,0.30297519667622647,0.2173479637476619,0.2087445862685984,0.1491183891167872,0.31990890310580133,0.3134021551030763,0.303491649567764,0.7082929308444564,0.6419012178407058,0.20922748239165698,0.29288872021945744,0.1352129050976584,0.15931514127924118,0.31029594479015526,0.8219659011603982,0.8722677172989778,0.3536560292923645,0.3127663181704353,0.4637627801811892,0.11536612928741749,0.24802031182130382,0.303997743661858,0.5181895086107804,0.37694680255994195,0.3420423815357063,1.0,0.3143990600132781,0.31020114446308994,0.08226214546999812,0.14090334865173818,0.5125524337600605,0.025103575603891534,0.06565460406261583,0.08370704604230747
Adams/Wabash,0.04367316668044786,0.12607852504387707,0.16049992900904222,0.5989135899925108,0.8036712421391065,0.7207474363714108,0.6369286789372139,0.4467760530785769,0.3267634693282662,0.23762835228262497,0.13790212137445493,0.7337478770821133,0.19703464933945725,0.18165839005630402,0.28229003652129425,0.3029407709497122,0.20744078131934057,0.22643579846414216,0.9211486964366278,0.9003393822145965,0.9139946056062205,0.9122476240712618,0.10646395329619611,0.09275419066368681,0.1188781610838523,0.3189561791939553,0.4497515789082641,0.6452852939472262,0.19101658775662034,0.1930962708446705,0.18781969171613086,0.1785385179997601,0.31249221980937114,0.8189067313680148,0.023010987462585522,0.35025808604016756,0.5558459505561203,0.1285943289120311,0.04821077349141027,0.09318347033979194,0.3715302159592985,0.11287974307140006,0.39100238533661175,0.4542715271219032,0.07255181186027322,0.14561450692276456,0.1538774817740374,0.37131461940384175,0.440208915395848,0.04723622033270545,0.0570707772299096,0.06324320535507331,0.9295853415627199,0.3521550980342736,0.3854011890849657,0.1728868224924491,0.23070033948942126,0.9560254056874147,0.9092779382671954,0.2018132628352584,0.16359185446471916,0.17294189716690808,0.2525593350794022,0.6599584237946995,0.5524701140757038,0.4623975066167006,0.155160290590264,0.22904010652055087,0.9510419273574793,0.26957070901816776,0.15986362115384198,0.2778836986617105,0.1271665001477896,0.20781241265162306,0.4403684920868132,0.5473595193498619,0.527569196090593,0.47690266768759615,0.4325436797240003,0.30946722551021333,0.277192848006972,0.2495520917405363,0.2145508487383177,0.7145265363441269,0.058235653860042494,0.6469800269876382,0.940627093463207,0.7525769773239298,0.8171680372693444,0.5856258613062988,0.19059072844901917,0.29212967972602966,0.12948746587320287,0.10730622281585954,0.16728015648813865,0.3721726712986608,0.09450260909533939,0.9720605538087349,0.05966048525284714,0.1427758566721063,0.20313187779891123,0.4197419273596244,0.38011098476207217,0.20151811690863772,0.24795927403635537,0.24014296770611288,0.34531754504319767,0.5761130947936627,0.3890192889908007,0.345061512870398,0.18747596024670987,0.7425579399807394,0.8229409851911675,0.9093114131759306,0.23426572754883843,0.48799042324916087,0.1781298088786759,0.29285233977395003,0.043708263417374826,0.05147121624385583,0.32683850345729454,0.27927063541382746,0.3101728259022679,0.8882775795967084,0.955902923433412,0.6649970247053277,0.0371774875443376,0.07994435580375249,0.0991569813905449,0.17164625913107684,0.8321371364641714,0.8966451686776662,0.3143990600132781,1.0,0.9713894606042764,0.035192531433603916,0.1123293225983351,0.5301622531847648,0.07485544032009332,0.1951763115983567,0.24942061154527356
Jackson/State,0.04379862315097773,0.12823337610988336,0.1631993447419303,0.6069387073777928,0.8068656430360576,0.7210868459550477,0.6370508597464487,0.44682641972051385,0.32676534497161913,0.2372215113453148,0.13762409138083892,0.7232686946389537,0.19483736693962475,0.1800453015334217,0.27912970255683744,0.29943901583789206,0.20475523679258176,0.22347331038649984,0.9461815979488523,0.8823171331164179,0.8959823395740288,0.9343787215088152,0.10629957069668768,0.09483537574935551,0.12154823623061652,0.32644617823338784,0.46042246474485804,0.6612462179458507,0.1947204447492599,0.19714167396734925,0.1924914243760226,0.18333563013163337,0.3190357206953559,0.837165693765096,0.02316687656813091,0.34484235149597586,0.5496238215271305,0.1262818880030642,0.047370473383502254,0.09157991452219118,0.37764109207532826,0.11088885260205264,0.38528846770596153,0.46442552246640517,0.07131770351432502,0.14300042808558053,0.15113342898339488,0.3657325802354246,0.4343129185598667,0.046763287682015174,0.05609528700455095,0.06216282227971598,0.9178301772204432,0.35947449210784127,0.39359391966912255,0.1724818392200763,0.23452348084847405,0.9536437649369908,0.926512933303784,0.19836227430214567,0.1623966042010527,0.17160965059208702,0.24946801959502224,0.6739735468392707,0.5638623442549477,0.4717460700013797,0.1582930202354386,0.23371780190885239,0.9783620035569764,0.26952452904065444,0.16346247349697166,0.2837300837851266,0.13090822279306918,0.21393068829382797,0.45331513385997296,0.5630602366725482,0.5424182142853701,0.49032732646969235,0.4444063479915128,0.3173587692977938,0.2841316497528427,0.25570051064998733,0.219799805949325,0.721601468700274,0.05768348108531977,0.6614686626468136,0.9181697876507648,0.7367018500796924,0.8001400434691108,0.5761825871130746,0.18865314041271308,0.2980049308100633,0.13205614543286764,0.10939962422067499,0.17219895120333795,0.3797184935334864,0.09633032058253009,0.9581285736928462,0.05972619058063761,0.14519687429491668,0.20649927215786654,0.42653131823802665,0.3801023167714776,0.2009727496254731,0.2532021463180101,0.24711731276811214,0.3554881109139192,0.5895024741578357,0.39941338184517444,0.35404457525856176,0.19198999133363867,0.7593741701907439,0.8431598517933152,0.9357758302399858,0.23036122371436257,0.48217078438557226,0.18110183518976325,0.2976916673852923,0.04294825399138458,0.05058126926451682,0.33222974454010257,0.2746758055748752,0.30514868861351685,0.8767598826084593,0.9792591678686974,0.6520281167001186,0.036537771806755305,0.07859132677006886,0.09741867760807493,0.1686304677289122,0.8228638442290934,0.8980374832472234,0.31020114446308994,0.9713894606042764,1.0,0.0353412995639861,0.11426119188486471,0.5301315804446121,0.07653399749502018,0.1997104881090481,0.2552471203981187
