,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Lawrence,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Berwyn,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan
Addison-North Main,0.09456854733073806,0.13520958368645591,0.16665080475076266,0.35297919388419846,0.3562224751568829,0.39300589835473354,0.42729427073445236,0.5017018628326265,0.5060320602072248,0.4761648856819471,0.3210858483500153,0.4204196786876243,0.587566617043361,0.5119785901531496,0.7703151410961074,0.8009311964634687,0.6435788356436267,0.7001611017584382,0.3014491973745257,0.3430923183227039,0.3380489976811756,0.2844772534391629,0.2516114516166626,0.029354099648862486,0.0376224147779634,0.10162943239617254,0.1429881842428731,0.2050201432802966,0.05908524481986845,0.060259315660153856,0.0614167660012411,0.06132045118063839,0.09748022580237378,0.25508166550802286,0.04457446975579248,0.6946233752423939,0.8806278156290027,0.5426996145469198,0.40952791107352043,0.15391737409028736,0.2983614493216497,0.6007195508936707,0.29227562712253174,0.3605912228442029,0.7839950257228313,0.14277095008943524,0.232336703692903,0.46372608980901175,0.49056563902557926,0.8280482313543227,0.6903709942434232,0.14351864233757228,0.1825690184781722,0.20238592310946257,0.33121129028768687,0.10973372428763638,0.12039181386285201,0.3913926471412368,0.22059776105779025,0.3183920521634996,0.31237258056541545,0.6472343639207387,0.44491005955612944,0.4728586554159874,0.7493461074041142,0.30530345546351084,0.2968083634872001,0.28207455331463915,0.1379271950642103,0.1844949438662952,0.29852881453311225,0.47746767392614176,0.05059448358217256,0.08675243409598014,0.05731537426921033,0.08628907180715978,0.16616618630747684,0.18911093491138486,0.22441721971328119,0.20958097115908733,0.2042044821499367,0.17867060661994996,0.16886698466987052,0.15929747205839948,0.14288813015726765,0.35915346293911,0.17498183352954988,0.20248978426216716,0.3276953550765835,0.40772437512577947,0.3768816379934361,0.5284276770976704,0.5548970646575879,0.2213273718355662,0.1208630551417689,0.10469642486038448,0.07466928302580315,0.25388212376365293,0.09453876291307481,0.31681456898027166,0.1348854866696806,0.15075806597240965,0.20154349919536776,0.30992003202668117,0.51441659500276,0.44526009354912804,0.07747538575069221,0.09138352577255703,0.13815423869642554,0.28051147977999363,0.19712948805488767,0.1878766197787698,0.13098436933478563,0.30379848155807926,0.3011286752797892,0.2952415102953935,0.7534316196541211,0.6164996992939813,0.18182961547145263,0.257437954782165,0.13953108937347602,0.16446788891528866,0.27401844954199006,0.8991632198129128,1.0,0.3467401255671395,0.30572997884900316,0.46265746312062817,0.11871813259786793,0.25616551083666234,0.3169400216959601,0.5484560004213386,0.36871222236864803,0.3331802725915419,0.8718581715659136,0.3089275510483043,0.3039065289146903,0.07344272391065411,0.12204090372427984,0.4739290306218885,0.02368788189790113,0.06224033552388361,0.07953768901978339
Clark/Lake,0.04803181021830758,0.13331279128935747,0.16997644537260723,0.640080419833674,0.8740249632658671,0.7982524528345377,0.7073973751673728,0.49681654873296355,0.3632830553359145,0.26466470218886645,0.15340413797012478,0.8243793767735961,0.22065979609206413,0.20335419137643268,0.3165288867882719,0.3397459997545781,0.23222464022330402,0.25354861464000455,0.8629552183121364,0.962965933860587,0.9598341459896162,0.8202325944222592,0.11826242994890165,0.08289777930143329,0.10633807218476145,0.2870557451782941,0.405386557341477,0.5836277401110066,0.16991798309129813,0.17232094781100762,0.1696828098912075,0.1629894935984834,0.27928193743653534,0.7348632983627524,0.025044334529837287,0.24120053344392217,0.3920519348222401,0.6247378244412899,0.14294773405696887,0.05346210192092552,0.10360069301689431,0.2090612585832212,0.39402111708051196,0.12549663119773724,0.4381887106492443,0.4077992774765491,0.08061724014220363,0.16194381462787702,0.17120007978479956,0.41588836293173764,0.49398234698566945,0.05264349320811865,0.06335568843004588,0.07023347144366565,0.9548627846888212,0.3147333058297295,0.3448984092542139,0.1925355050270435,0.24466694767155786,0.9181597128621901,0.8857260318719993,0.22499928687701223,0.18295418106829112,0.19348376658443203,0.28301086883958104,0.6775823446147756,0.5721815591057814,0.48110048403187583,0.16176963414887052,0.23858335182270496,0.8608404797699372,0.29965680994089894,0.14315597202615096,0.24831916617477146,0.12132742528986616,0.19687823980640803,0.4156094559449654,0.5079688592569045,0.5165216347963729,0.46744953355254576,0.4279514054156968,0.3120708746653268,0.28059275899313935,0.2533744287611836,0.2181147219756297,0.7689220314702493,0.06494555423387419,0.5810988439954573,0.9309987756814737,0.8318756225221133,0.9009262218920138,0.6560901458883499,0.21342935995706747,0.30474481101556683,0.13520545417333246,0.11218632743603267,0.1598995971364922,0.3876628765773673,0.09885449040974754,0.9124924483724699,0.06588790422458425,0.15108899908538373,0.2154059774002674,0.4454258833232086,0.42272185538658613,0.22462534244426,0.2215547163223779,0.22437417074353852,0.3279482089701363,0.5870311977499372,0.38787922367531014,0.3463394089201191,0.19109336890114062,0.7503948400499251,0.8105811339727581,0.8448029657735111,0.26147384419007097,0.5481468120960843,0.18878117129346775,0.3106293781969613,0.048456028687425524,0.05710261012090954,0.3466698103968821,0.3119808694477237,0.3467401255671395,1.0,0.8810967030520495,0.7400322393422682,0.041204308862219284,0.08887184175333186,0.11021047217079437,0.19112251081220755,0.9363962824094963,0.9395883659507616,0.35239502139434625,0.8879160123889422,0.8763636976125765,0.03857419878553012,0.11869294044207972,0.5896523589268426,0.06685150270724277,0.17527201188942232,0.2242377207576425
Jackson/Dearborn,0.04410249315589167,0.13003446652200498,0.1656263906848211,0.6184615799383232,0.8201392794123445,0.7317995206390564,0.646316441117181,0.45288551702142177,0.3308567994665446,0.23974510915550756,0.1388154800113122,0.7271984380317112,0.19568715269984724,0.18105935321097374,0.28066470565487045,0.3010751362376731,0.2054150769140941,0.2242342556503756,0.9633724197945621,0.881258501434809,0.8947520190199854,0.9303708472750102,0.10715140266303631,0.09398615491973975,0.12056313943021493,0.32522701562498246,0.4593072571205649,0.6610284154448387,0.1928431176995822,0.19554512441378347,0.19178129703833005,0.18317421752338742,0.3169374837570499,0.8340055053026053,0.023309118998977522,0.21261256153707603,0.34584256464785323,0.5537244865485373,0.1259608346639604,0.047117993574281446,0.09131274287757735,0.18424873805685235,0.38435131578802345,0.11059376458631125,0.386800761685112,0.4625740931362296,0.07106228547036281,0.14269985395644819,0.15085990750047315,0.3669873098523534,0.43658342308952236,0.046779426575066244,0.055845003815203735,0.06190748793013206,0.9208249347361792,0.35718530230381695,0.39138212046103127,0.17407809198040086,0.23830393938085692,0.9591174586328675,0.9458191621247033,0.1983110236786262,0.1634161747719124,0.17267670372225277,0.25056268288345174,0.687258858769771,0.5746563982253943,0.4804962883045891,0.1606234270855154,0.23747193404182906,0.9752996609558484,0.27270658205151965,0.162306858322079,0.28178865222919774,0.13178476602110778,0.21546144425200683,0.45743875236895737,0.5667517530207739,0.5506865064905572,0.49762906300952736,0.4512650943001808,0.32234154521545105,0.2885504854292382,0.2596282655413586,0.22307544921759556,0.7350464462809333,0.05776472590794405,0.6593610725280684,0.9122720287025086,0.7361226899595301,0.7995259175413403,0.5783245004344867,0.1895841331578713,0.3030538301324067,0.1339204762005388,0.11087457791732372,0.1735493472145867,0.3864695510365379,0.09758721264022853,0.9542811164925861,0.06016011599997064,0.14729812950816962,0.2097365447437602,0.43428110886043875,0.3850411954551951,0.20289828111241817,0.25140527102802523,0.2483881146293999,0.3587809572930156,0.6005918315253035,0.4056848705420437,0.3596275678258398,0.19478892518512886,0.7744894478705767,0.8597810284214489,0.948688744748019,0.230500943670248,0.4853584808922505,0.1838593835397167,0.30273664509399956,0.04270674013955151,0.050329133036617756,0.3379862406524311,0.27504803505217446,0.30572997884900316,0.8810967030520495,1.0,0.6525649646026939,0.036318244412338226,0.07834137147324648,0.09712663038264412,0.16842640757668498,0.8288842865112409,0.9106588578047343,0.3115195449196504,0.9557547866408345,0.979188638806051,0.03557880550740365,0.11582065611619193,0.5375408279034276,0.07579276896334976,0.19859189169655736,0.2540585008311502
Clark/Division,0.05617768084335796,0.13164804162169091,0.16754915388617306,0.5846583896858074,0.72062613114441,0.7479000817884068,0.7248971518023202,0.561458846747867,0.4219880869798181,0.31668398526557784,0.18586769333748895,0.8772974810733605,0.28650986091552033,0.2599812126647135,0.4097517111770625,0.4405662448450492,0.30491196863764936,0.3330385338076088,0.638886982339256,0.7377361993797508,0.7265337796870066,0.6083459254705851,0.14307668329205755,0.0613476869041345,0.07869463904478961,0.21244413267469944,0.3000103263213577,0.4319263624312643,0.1261298770640976,0.1276462413688612,0.1257789543430195,0.12158104899169779,0.20690842487954675,0.5447769096640905,0.028291875375424387,0.32294351207937194,0.5208302493505845,0.7816601593458312,0.1921638171229763,0.07175651782475623,0.1389420490413564,0.28042949039333276,0.3754264677530254,0.16853282378399026,0.5785035534926543,0.3018613991032151,0.10805190613370651,0.2176785372866594,0.2300367743949093,0.550854348327066,0.6446899720697504,0.06818358947357439,0.08494294104804648,0.09415971732428864,0.7086172122854965,0.2332234269818675,0.2554690415180733,0.23324891932252692,0.2392152407380841,0.6803590617918656,0.6583081119276645,0.3015548179043957,0.23132736886291266,0.24527164275403726,0.3694769375651314,0.5602539950232086,0.49447466819351493,0.4284745754232059,0.1526727155615191,0.22194140737919033,0.6383399291277,0.35172478999279644,0.10594163372842928,0.1839432639779345,0.09563140330139823,0.1527380974321138,0.317241706925708,0.3805123191806388,0.4092619696991463,0.37296834377843907,0.3479607145873768,0.2664434757074642,0.2424351279736279,0.2211187702945507,0.19177177761332398,0.6721377782320304,0.08379889373472765,0.43030365902504086,0.705610532442899,0.881180832296785,0.8128975751467054,0.8649318519740207,0.2753108868298138,0.28169975330689123,0.12871012616753913,0.10763341805956465,0.1259911363905539,0.3522014934577979,0.09524565088326128,0.6795161276093925,0.07818919108598904,0.14907681158463462,0.21155063063853433,0.42084152604904496,0.48632333349546547,0.27231626357190514,0.16409536609030695,0.17081205031309504,0.25332918668415916,0.48984030132093725,0.3210930242221877,0.2917288742718004,0.16965041846952905,0.5936602513457194,0.6160116724297058,0.6254141195374538,0.3498054927207808,0.702265901097227,0.1858902995322064,0.3005434725183662,0.06502963351847846,0.07660900509175671,0.3333072185266822,0.41687887278930114,0.46265746312062817,0.7400322393422682,0.6525649646026939,1.0,0.05526707002562553,0.11907846601173004,0.14795841362347856,0.256587415322555,0.7791689658324826,0.7028300267109234,0.46253980801194644,0.6640653525524532,0.6510705472751354,0.04459090447137421,0.11729775937684535,0.6479460679147983,0.04947270294971858,0.1297153097679132,0.16595507571738102
Linden,0.09647221861694433,0.03564211312908578,0.03898661959487864,0.04401316753861875,0.04237035988180585,0.046938763826880274,0.05161801681294742,0.06653884818776508,0.08173462534929113,0.10529587235259062,0.14080444930238697,0.04993444080671344,0.17036040620006687,0.16923592382013608,0.12280967888189107,0.11570463714177723,0.1697792240350389,0.1565987757970566,0.03578927260866933,0.04083970937399334,0.04023060643459556,0.03379827901526468,0.14878300101431957,0.0035154787004073695,0.004500664074981197,0.012123791234503531,0.017017085574731396,0.024356021843894633,0.007014624751685204,0.007163719802299284,0.007425380795038421,0.00758713434002114,0.011578549463274567,0.030294905663867864,0.04796148841260855,0.17081375077278235,0.10477863981908675,0.06467263878251851,0.2870542920993241,0.7691221324388787,0.3977101460409231,0.19704481383338562,0.043646686265881834,0.32778427674119426,0.09344617870190412,0.016962633210066747,0.5109509474740566,0.25356361967076646,0.24009830711565883,0.098620996881302,0.08243215826138661,0.3892240493175023,0.6502490261744307,0.5865892858056693,0.03936854228313754,0.01303059890564365,0.014298292782677328,0.12928003849339023,0.04240282343579787,0.03783241157668895,0.03708444860468259,0.1831291522453714,0.17141251538460622,0.1675818419005341,0.13898692597469223,0.03732012593148646,0.03777294580733804,0.03795045600407326,0.02980940059839362,0.033260529185055836,0.03547062702440461,0.09214828693152595,0.006044394684015854,0.010307335325840345,0.008404510493307371,0.011645995332308479,0.020591929173999657,0.022776455192159088,0.028071651431816773,0.026681193256585415,0.026734162214562776,0.026249162001802828,0.025893465854965107,0.025484385474130577,0.024143580810467646,0.04322124651149195,0.3522403907501053,0.024039372079540964,0.03902594081638363,0.04871333326876683,0.0449379976923198,0.06279893131127001,0.17019984709847444,0.035916268753413756,0.028620415699533695,0.02722770050306627,0.010645435075603886,0.037067363256584066,0.02612402684576681,0.03767359137769107,0.12310901906134972,0.037408370350279004,0.041608959679276344,0.043794603383053105,0.0743360049910733,0.12104756100904565,0.009208373111985984,0.011739059050506344,0.01769921589839005,0.03518084926626278,0.026690195604255975,0.02651299603737617,0.023420824056161894,0.03649070417782926,0.035850427532056306,0.03505130236472331,0.15753622736392286,0.07371876715158761,0.04030544273831472,0.043406602263691384,0.8484742381585787,0.7213738633838412,0.043612290186566656,0.13200127356704616,0.11871813259786793,0.041204308862219284,0.036318244412338226,0.05526707002562553,1.0,0.46336647832950534,0.373435896826261,0.21538889774161302,0.04378594465661243,0.03955545920844898,0.11451309458889551,0.036759263395589395,0.03612458929056352,0.07758270154917814,0.03396854013695727,0.059211878462380796,0.0028395514124812883,0.007448471153425285,0.009504479115895784
South Boulevard,0.12269825539599966,0.06520909823367313,0.07375421629939136,0.09444409321498397,0.0914376459746111,0.10126716202271348,0.11124431900935415,0.142110154570043,0.17132204758653127,0.21444821382166865,0.2567987627289141,0.10772153419249161,0.3593377069188596,0.34734136910164837,0.2632447686663044,0.24859694535358076,0.3630927357265819,0.33590852865449256,0.07722099083143574,0.08804485252649165,0.08673610426794645,0.0729015848085241,0.24936227547670559,0.00757661664913719,0.009702380309555989,0.02615217035106752,0.036720089525612204,0.052563192914289555,0.015137164044753598,0.01545938011722968,0.015975863978966512,0.01624455098058713,0.024987880190630037,0.06535352504386766,0.05639990527039259,0.3684532843463188,0.22612035017115242,0.1395613025063486,0.6136703699089388,0.5996213457723923,0.855031913669919,0.42459011797885265,0.0910139742567595,0.7021409190685897,0.20166697749595244,0.03660730766370093,0.9067576302216294,0.5435963134245193,0.5155973176257355,0.2128357340724158,0.17788504685039913,0.39559520165366735,0.7125803982551242,0.7898269537734742,0.08490555575257998,0.028121154009772317,0.030857283800472087,0.24996495144992123,0.08413354033630314,0.08160048563654726,0.08002315482957197,0.39485030910792734,0.3404652483243016,0.3376202302673014,0.29802107154845414,0.08026789644782452,0.0807572585578646,0.08041347739547525,0.05695652665872733,0.06645147464091329,0.07650696932251964,0.18961966736667088,0.013034043659090435,0.022244332815861564,0.017302824650360225,0.024485015291900197,0.04413890703918436,0.049067804510077535,0.06011729447668424,0.056955546540590006,0.05678171186441977,0.05451481159161902,0.053296880785008445,0.051975011201367355,0.04861339353368779,0.09316863548110321,0.4271661798817124,0.05187422831571748,0.08412318023400002,0.10494310735586149,0.09684556674433549,0.13545583031530373,0.35525087106697545,0.07346865734946523,0.05339228321134117,0.049493964141538845,0.022093389948237997,0.07740762196609505,0.04665532683677879,0.08123930309018784,0.1690032061375962,0.06963735664619503,0.0812322105377186,0.09218842354160221,0.15750018351395043,0.24155277963153376,0.01987221470035285,0.024950067281544544,0.037683451725424734,0.07536472642071347,0.056333551410783604,0.05551148708193712,0.046531401191667855,0.07866738043975391,0.07736156509087026,0.07563076926116176,0.33987242579478233,0.1590634965864971,0.07733044731725942,0.08850505058129671,0.5439967610039872,0.6413452029476762,0.08990735171354759,0.284804182628012,0.25616551083666234,0.08887184175333186,0.07834137147324648,0.11907846601173004,0.46336647832950534,1.0,0.7983123356318953,0.4635858484986522,0.09446260262652931,0.08534934225106777,0.24683480809204084,0.07925327807051452,0.07790737514423196,0.09521254209911732,0.06114712293526523,0.12719131672536393,0.0061184760618060744,0.016057338233424815,0.020495806444907175
Jarvis,0.11643319938929253,0.07195213531437605,0.08265684325943622,0.11515814996589666,0.11291940004252808,0.12480092210763538,0.13662583200501074,0.1720662905314168,0.20342708421107397,0.24820520848985994,0.27595811791723973,0.13350386073778867,0.42496689221845474,0.400049565402395,0.3192454718894093,0.30275882429387435,0.43724622314363415,0.4069428622626377,0.0956453174933105,0.10929720364593042,0.1076623587354209,0.09039823292224947,0.25700283010789066,0.009320682213045292,0.011941840626665274,0.03223450054126172,0.04532526404496632,0.06498169463302424,0.018741206116592635,0.01909861526925698,0.019588054183857832,0.019794130092621674,0.030899800343140212,0.08100902980877651,0.05293766352657513,0.4562759013360864,0.27943288368517405,0.1722057143705047,0.7677124812648521,0.48497746766322913,0.9318370028072339,0.5271248463198253,0.10803235645352748,0.877701811357263,0.24898092970355487,0.04525161937570185,0.7273943448741004,0.6787990130708628,0.6429350156736519,0.26287867831305084,0.21942086458029905,0.3357824114504151,0.57331112856401,0.6352104160551425,0.10531467654087132,0.03478943277241614,0.03816406698714153,0.2782920990060666,0.09669058226192317,0.10119091100167277,0.0990642429573139,0.48955649803101536,0.3820408526837917,0.38318926794457936,0.361250150777941,0.0982372185362421,0.0980546271334677,0.09676456719396032,0.06428672108832964,0.07679981012280879,0.09487399333915729,0.22157084386042375,0.016052814500862562,0.027496863035343485,0.020457009128260057,0.029349770192881215,0.05380616361738457,0.060261437801782294,0.07317477718006406,0.06908472919779352,0.06853520394120989,0.06464533645395382,0.06281911997827339,0.060902505599701444,0.05653241651633659,0.1145144080153011,0.37548729370122813,0.06422178849844946,0.10445551106597467,0.13042281679038026,0.12029486415629365,0.16793017169836272,0.415493471153127,0.08612008313088808,0.059567819550103665,0.05456691841056062,0.026245606135150566,0.09204781445096391,0.05104279916426445,0.10079932696340756,0.16309870548656377,0.07744713582753886,0.0925159017546415,0.11024812622862974,0.18899191649146502,0.27487152031708023,0.02455528324178666,0.030172424590484616,0.045619567059933114,0.09173299804513689,0.06762323173560147,0.0662156373503986,0.05370226005885179,0.09673058533200278,0.09547652873436367,0.0936640638214802,0.42064795514812686,0.1960631267369372,0.08727286458555635,0.10341927482208187,0.43951066183410703,0.5176731556256744,0.10583678119230552,0.35247877475500816,0.3169400216959601,0.11021047217079437,0.09712663038264412,0.14795841362347856,0.373435896826261,0.7983123356318953,1.0,0.5765937619774992,0.11705545963075874,0.10569625588251548,0.30275633741890656,0.09837260212796925,0.09664217516311904,0.08981324460858228,0.06699294702880691,0.1552246102858761,0.007523809756964591,0.019761171680736152,0.02524084289747893
Bryn Mawr,0.10936080735533422,0.09929594595558372,0.11799596300146072,0.19622269974383294,0.19541812235440953,0.2155756794251553,0.23505555777119108,0.2886843154179564,0.3255183959122208,0.36763430745345343,0.32994126323368705,0.23147483855863654,0.6284060600049732,0.547781166716948,0.52997377413946,0.5089838481185174,0.6880042265817216,0.661859215359295,0.16581169551198432,0.1895566624444483,0.1867212861832266,0.15676515347938433,0.2784779768680898,0.016099569792800784,0.020634239614797566,0.055742377673503075,0.07845072832738205,0.11256620283908932,0.0324915043482052,0.03308036543690128,0.03371930796075334,0.033825931045932144,0.053542861026849374,0.14047355789302746,0.04966618607635125,0.7883340572674031,0.4831624747624884,0.2976603537971821,0.7466789987798744,0.2796426563413801,0.5413631635069279,0.9126494018764961,0.17501865128709657,0.6566289967154934,0.4302388227563493,0.07839160200197252,0.4208593224076412,0.8451483077702778,0.894168645408522,0.45437736262060213,0.3789303152585887,0.22977548043449994,0.3309737695418816,0.3668617348333814,0.1826395621941863,0.060293391416865606,0.06613309962442093,0.3658688891822232,0.1459537869223711,0.17548172137583007,0.17170145163096232,0.846689650143013,0.4874368986711725,0.5058078991440103,0.5948752901020933,0.16839243193530584,0.16607408248078395,0.16131591583283203,0.09379518858040983,0.1179259020095432,0.16452780902164182,0.33910296580724736,0.02774933421831002,0.04763854588056275,0.03327540626437467,0.0488753608575907,0.0918623486582596,0.10382050361992422,0.12456289337879628,0.11698867218490563,0.1151158054713063,0.10508049085664925,0.1008891846457929,0.0966520467676859,0.08834800438512384,0.19727752653407382,0.2723997726232139,0.1113248846711803,0.18115789358651788,0.2261644521756802,0.20862211356653076,0.29117797112905835,0.5937387620040323,0.136221212714796,0.08470988281961098,0.07559074329639791,0.043027810755504374,0.1499721802376331,0.06952428688014452,0.17481555386235406,0.15670280158583844,0.10872432697869747,0.13685326189129596,0.18136420135458767,0.3106116965107528,0.3847810834521965,0.0425347055093688,0.050973396174332275,0.07711753795401918,0.15602902499239452,0.11249342287209589,0.10886332400487585,0.08260388767444882,0.16676522762375923,0.1651737164702765,0.16237025754842657,0.7269139204035541,0.33843006722470126,0.12651219445329487,0.16197779862218897,0.25343345067945383,0.2985679455478286,0.16845531402659994,0.6098840328887084,0.5484560004213386,0.19112251081220755,0.16842640757668498,0.256587415322555,0.21538889774161302,0.4635858484986522,0.5765937619774992,1.0,0.20295259336447602,0.18322096424149575,0.5170201332268115,0.1706098737529993,0.167602081581155,0.0840020298071703,0.0910474581694013,0.26444948770936044,0.01299212944391908,0.03413641827857606,0.043622999626919665
Merchandise Mart,0.051046543909811205,0.1384862246943027,0.17659469173669276,0.662077345181664,0.8953328031479955,0.8417727123498939,0.7498731571285083,0.5282904431764257,0.38660479876677833,0.2820852966437491,0.16356167701079005,0.8767771799061173,0.23551215768816988,0.2171554770853426,0.3378314008585098,0.3625586308872685,0.24764425316686192,0.2703606277179892,0.8167632872111693,0.911341827732711,0.9024065437389232,0.7711699904603898,0.1260672673074237,0.0784704041350055,0.10065224107791071,0.2719678934006364,0.38393485151401285,0.5525893716783676,0.1600936446564252,0.16267854563083123,0.16136550185746174,0.15594737561417168,0.26355427901710365,0.691815711588688,0.026512222220227488,0.25633686157352936,0.4171980036187792,0.6668152227705512,0.15172789959418811,0.056795543675900985,0.11007937241099057,0.22206379813607544,0.4081373880289923,0.13326948253150728,0.4666520904940965,0.3853536124621973,0.0856815479406551,0.17189105135741617,0.18174146836397312,0.44273942209100475,0.526577883365159,0.05620461069468322,0.06733123522701502,0.07464054325607901,0.8947293048041168,0.2969102497247114,0.3255267161428285,0.20530776077283922,0.2540626379046277,0.8623072672007994,0.8439977638924387,0.23905279416432001,0.19537812844275934,0.2066256496585711,0.30191789957911846,0.6821977398009359,0.5818851411643463,0.491905382888715,0.166650646377635,0.24529605414120936,0.8089841608087895,0.31901059739668763,0.1354918517371436,0.2343926662026617,0.11910209209770187,0.1921896097700785,0.4032581874164901,0.4877141934227212,0.5098262229472511,0.46230013529990344,0.4258271667096351,0.3146247284131335,0.28367161725155654,0.256724244967501,0.22131130294591816,0.793368361359678,0.06934637644558042,0.5483609997374205,0.8733940856438878,0.8639086136127749,0.917502401245826,0.6969882962340895,0.22786325422852288,0.31319966786322645,0.13948058947597566,0.11587800940714114,0.15698648825588649,0.397453536615229,0.1021741625364209,0.854952726048844,0.07012136455618026,0.1569627772604357,0.22377341564325204,0.46110644592902555,0.4497528874128996,0.23956018930868894,0.2091795079539727,0.21724793647787066,0.31979450432842665,0.5909947525689905,0.38797028656416804,0.34801564090949144,0.1942865612109677,0.7443743400228978,0.7877213883480014,0.7996684487757307,0.2779323805620784,0.5848541658027265,0.19614072908351263,0.3222409003997225,0.0514803924348681,0.06067261136210284,0.35941006148801735,0.33167311350936085,0.36871222236864803,0.9363962824094963,0.8288842865112409,0.7791689658324826,0.04378594465661243,0.09446260262652931,0.11705545963075874,0.20295259336447602,1.0,0.901363289182289,0.37568508107564447,0.8316118202566822,0.8223127132671116,0.04094489055410111,0.12329332386146742,0.6266039027471628,0.06328439056405569,0.16608170780255488,0.21247819650003547
Washington/Wells,0.04818500733464202,0.13812900779420423,0.17606331328831804,0.6625274643922814,0.8959468837211382,0.8021717992655689,0.7083893446793584,0.49622767351789465,0.362502795275828,0.262947552852138,0.15226502629919675,0.7909759955974747,0.214534902461756,0.19873159951831795,0.30764725277659827,0.3299172269513067,0.22486500156016218,0.24542294368585307,0.9046941914914656,0.9140156727720539,0.9208084348781171,0.8491267738338545,0.11750081019192911,0.08705303415749528,0.11165996841948406,0.301726271319088,0.42592835056703854,0.6129688982548582,0.177307556305449,0.1803565339893746,0.17895665913281614,0.1725763979441348,0.29213073324907823,0.764466527513445,0.025338673602807327,0.23154379776601347,0.37725708854374385,0.6064595476833352,0.13694281397099686,0.05129546305470364,0.09942825246948213,0.20050996042802877,0.40869951713751645,0.12032172400206051,0.4223664177475374,0.42731715593745967,0.07741031128171769,0.15513930555224026,0.1640425210833422,0.4005340925746652,0.4773520717878165,0.05132711231477768,0.060829040697760656,0.06743196199894773,0.9463481079899191,0.32904272297831216,0.36083125849604525,0.1909786947907071,0.25345102070487646,0.937593922493935,0.9363559838753619,0.21588704545874646,0.17943560248828244,0.18959127479529092,0.2744393461176413,0.7144983020760236,0.6007637532622291,0.5038141431491224,0.16880332065933776,0.2492448410298491,0.8882201958225023,0.29881493270258347,0.15030791630912546,0.25983955877168285,0.12911784717960562,0.2095279002046637,0.4421067388717868,0.5388754493286704,0.5491907347686907,0.4968728646868069,0.45424735741510575,0.3297494037366163,0.29613223422217094,0.2671315181646068,0.22981323746842283,0.7937160642284826,0.06339412835659329,0.6075977816878677,0.9091817381869658,0.7852356276757424,0.8478246416856612,0.6289651576447982,0.20796944859094227,0.3183446431191703,0.14094440518718146,0.11684171349479827,0.17016423892533358,0.4054785718197604,0.10290710410675294,0.92060436201747,0.06584290031227123,0.15652330515045967,0.22308485787490986,0.4620611113699546,0.4219005682633159,0.22263685344324918,0.2319143649590324,0.23856745868890544,0.34901029721616367,0.6197542709621872,0.4110699467728633,0.36644652865597876,0.20113711140740792,0.7956255723879184,0.862696159695949,0.8861305381879413,0.2510837172156147,0.5313959264641357,0.19551352759554552,0.32195117746764634,0.046497455598083555,0.05480378054550448,0.3594198351711411,0.29965933667084926,0.3331802725915419,0.9395883659507616,0.9106588578047343,0.7028300267109234,0.03955545920844898,0.08534934225106777,0.10569625588251548,0.18322096424149575,0.901363289182289,1.0,0.34078367810406424,0.8963090744640603,0.8977056537687734,0.03881180305116238,0.12299548790442083,0.5891325651785838,0.07020651932675072,0.18425572919617478,0.23572893617596924
