,Cumberland,Oak Park-Lake,Austin-Lake,Ashland-Lake,Clinton-Lake,Grand/Milwaukee,Chicago/Milwaukee,Damen/Milwaukee,California/Milwaukee,Belmont-O'Hare,Montrose-O'Hare,Chicago/Franklin,Western-Ravenswood,Francisco,Addison-Ravenswood,Paulina,Damen-Ravenswood,Montrose-Ravenswood,LaSalle/Van Buren,State/Lake,Lake/State,Harrison,Jefferson Park,87th,79th,47th-Dan Ryan,Sox-35th-Dan Ryan,Cermak-Chinatown,Cottage Grove,King Drive,Halsted/63rd,Ashland/63rd,47th-South Elevated,Roosevelt/Wabash,O'Hare Airport,Belmont-North Main,North/Clybourn,Loyola,Noyes,Howard,Kedzie-Lake,Morse,Diversey,35-Bronzeville-IIT,Main,Granville,Thorndale,Wellington,Fullerton,Dempster-Skokie,Davis,Dempster,Washington/Dearborn,43rd,Indiana,Irving Park-O'Hare,Cicero-Lake,Monroe/Dearborn,Quincy/Wells,Argyle,Kimball,Kedzie-Ravenswood,Irving Park-Ravenswood,Racine,Illinois Medical District,Western-Congress,Austin-Congress,Cicero-Congress,Library,Logan Square,69th,51st,Midway Airport,Kedzie-Midway,Ashland-Midway,Halsted-Midway,18th,Damen,Western-Douglas,Central Park,Pulaski-Douglas,Kostner,Cicero-Douglas,Morgan,Oakton-Skokie,Cermak-McCormick Place,Washington/Wabash,Chicago/State,Grand/State,Sedgwick,Rockwell,Pulaski-Congress,Oak Park-Congress,Harlem-Congress,Pulaski-Midway,Kedzie-Homan,Forest Park,Monroe/State,Harlem-O'Hare,Ridgeland,Laramie,California-Lake,Western/Milwaukee,Addison-O'Hare,Garfield-South Elevated,Western-Midway,35th/Archer,Polk,California-Douglas,Kedzie-Douglas,54th/Cermak,UIC-Halsted,Clinton-Congress,LaSalle,Wilson,Armitage,Central-Lake,Pulaski-Lake,Central-Evanston,Foster,Conservatory-Central Park,Sheridan,Addison-North Main,Clark/Lake,Jackson/Dearborn,Clark/Division,Linden,South Boulevard,Jarvis,Bryn Mawr,Merchandise Mart,Washington/Wells,Southport,Adams/Wabash,Jackson/State,Rosemont,Harlem-Lake,Division/Milwaukee,95th/Dan Ryan,63rd-Dan Ryan,Garfield-Dan Ryan,Damen-Lake
Kedzie-Douglas,0.06704110144225707,0.29559060289935774,0.3641934736755379,0.4961468366327155,0.3892635625966834,0.39027130864030485,0.39456934361694307,0.37465564988346933,0.3245384698079677,0.2489283135459873,0.1595472508698361,0.32947709797104774,0.15500477772253146,0.15701070096853054,0.20576444798697502,0.21431415005210214,0.15191135493466595,0.16250665467512282,0.37359248618061563,0.3357605937437563,0.3381318823902577,0.3615341587395078,0.1296268918787494,0.1106691762329897,0.13804487423968193,0.3103719336850433,0.36832763385577943,0.39854299619275463,0.1767994604811334,0.19166040011328764,0.23349121606694068,0.260728543650855,0.271886932184833,0.36854920096941257,0.04150523416882529,0.21144883746948398,0.3122658298572559,0.08300099374151688,0.033903769193373186,0.06363401217701564,0.6071872359872772,0.0746751565936948,0.23448776255976742,0.34976440075595616,0.05078362182079008,0.09301067246749078,0.09818943072561127,0.2234285986016651,0.26197320939970314,0.04472565738467298,0.040359773541567244,0.044494012545215095,0.3485510801568639,0.29063371086815026,0.3113563329289274,0.1903764231791625,0.48566985105667837,0.35458420874512986,0.3775003203410771,0.1281211462779442,0.15217895134287152,0.15716800889140015,0.18251913678040968,0.5106766686364198,0.590531762525189,0.662869286176727,0.3969955036833034,0.5657866095529501,0.35869325690891596,0.286593172584278,0.17812228445736833,0.2525948998320361,0.3054990150872706,0.43926257151368414,0.5755234882834173,0.4878065426732031,0.6361438605921775,0.6949614287148437,0.7786670923160305,0.8897741939238727,0.7917558801890316,0.7089892352548374,0.6099272723355618,0.43231134203177585,0.0555637047228726,0.3766816295156326,0.33612195646512544,0.3057588892821309,0.31998484458710685,0.2901145023999059,0.15611587885110179,0.6630790693998293,0.33119664084198847,0.2741131955514619,0.39591225737949715,0.7150511629217283,0.2413700378190986,0.34786575882655996,0.08431022118521544,0.329674693775265,0.44040625427749697,0.6005196773118217,0.3503378234229275,0.21232109051937773,0.23415346323418657,0.4237550120140358,0.6011364893948216,0.5894327450502291,0.8771935607323255,1.0,0.5302121112232965,0.4610118877988874,0.41853157862219964,0.3765073843596406,0.1477213581117945,0.2884094911134235,0.39664002162876394,0.5639889310217675,0.030928029546700847,0.03629351155375715,0.5906014244133955,0.17196398590505854,0.1884511086510414,0.3470106573059901,0.3602997984753882,0.2923858835210887,0.026689330563173862,0.05580533323909943,0.06654471534071181,0.10930507132622892,0.3486870637945881,0.36711891310023953,0.20822063966225154,0.3444730378970969,0.35345535201146033,0.05726697458779921,0.2664140033705101,0.3887614902082382,0.09104718019651169,0.21766857410000193,0.2630502857422896,0.538042308940889
54th/Cermak,0.08992557193542161,0.47685896995369037,0.5351646451600869,0.2896324765387837,0.2174012167327095,0.22387822719834552,0.23426573910210624,0.25426359504663176,0.25296249937586146,0.21691102594344847,0.16202864135068845,0.1889618099515372,0.12614729719036222,0.1342317859171644,0.15396627649913977,0.1569354402848616,0.1194206665329214,0.12528061148060557,0.20229220976580833,0.18498585652743316,0.18587424136041153,0.1944055574896892,0.14020546679180537,0.08029989504955332,0.09688792677402608,0.18320762045460498,0.20307578534589507,0.21154951806690725,0.11004790550812887,0.12144325335211822,0.1588794622225774,0.18961638430799535,0.15831947547924466,0.19639191739633688,0.063264091642103,0.14459244570472507,0.19283924816506687,0.06491983567885978,0.02930169125147752,0.052277832120343495,0.4387264873333315,0.05964206184189198,0.15717205931127262,0.19205505778250143,0.04288450190662718,0.07171069611218263,0.07532592786775916,0.15121290589218353,0.17147896777655428,0.04534987142661284,0.034704462303006126,0.037956179478589674,0.1910924710186206,0.16558440755982462,0.17504398532297205,0.18163578900370453,0.5527154726341641,0.19330735196179666,0.20545880425853252,0.09562407399297555,0.13627340247657366,0.13819588947140882,0.13877399250144815,0.2821419012255089,0.3343954011550998,0.39456744908808383,0.6692080421447513,0.6995722245934358,0.19391298035631577,0.24204836015072825,0.11940118615967726,0.15034285029591507,0.33245463754657123,0.3619242669454739,0.31743887189820874,0.2609118877267368,0.3375587088232477,0.36855762320035734,0.41292856768418545,0.5958214660493503,0.6694494665376639,0.7473230259770244,0.8691536459461274,0.24487628010640197,0.05584406302924311,0.1999540363878048,0.18388273411644304,0.17344663261498622,0.17900884648084894,0.1749097807348152,0.1297000692354301,0.5886768032324489,0.578887914692625,0.4881524370422866,0.38853236100989086,0.48205944830205744,0.43348005283978097,0.1894658921210801,0.10526611092059772,0.5102253919300673,0.5570335725670451,0.39883480111682024,0.255263877901457,0.19278940462015173,0.1424073291317021,0.304882854441718,0.36443224281600817,0.3246535485620994,0.4651437734724239,0.5302121112232965,1.0,0.25178803324044896,0.22716064650007298,0.20335286898719204,0.1081804467227662,0.1845421231184419,0.5494763674979664,0.5081691334794609,0.026934130051567813,0.03131669693518908,0.47769674978100357,0.12221299062001922,0.13147146186430944,0.1916717519130477,0.19537165986991548,0.17020088794084162,0.02358193246652031,0.04679278764454224,0.05398979584032137,0.08298089599269035,0.19486871192359725,0.2017270234623546,0.14866386412293534,0.18697316367645653,0.19148239665956637,0.08055911279752682,0.44230565422337986,0.24598882490200977,0.06774815270293398,0.14239696192691537,0.16376526893479706,0.32366659449742413
UIC-Halsted,0.05295902523147087,0.16697707518332777,0.212357562287262,0.7648379476686804,0.8233564875829551,0.7708851520936875,0.7070937952546008,0.5160771892537409,0.3815151095640993,0.27468101527329913,0.15980872505778826,0.6771735903098366,0.20720892672400215,0.19607535139890941,0.2947829722519902,0.31447476499036675,0.2135498641589912,0.23240594322200417,0.8007152031660474,0.7276931159999404,0.733295962004666,0.7597408502002967,0.12408594868200748,0.09672124507907362,0.12380415501201654,0.3324680040523336,0.4634315440597835,0.6473670536915954,0.1894663167364511,0.19565560435269908,0.2027535367891205,0.20086748636028282,0.31353195172193005,0.7300394721663862,0.028729542442649462,0.3456429919970644,0.5595526713157067,0.12500918557334742,0.047438068911166385,0.09171034060864136,0.49025395438555885,0.11034159055917865,0.38815632337707356,0.45770003830721995,0.07167757318750717,0.14146141470630724,0.14964642621391613,0.3675443156816117,0.4406808063207675,0.050765400891925806,0.05637437415222329,0.062456529680853294,0.7560550043984761,0.35119034518973874,0.3855281078381121,0.1993942945842293,0.30491017231635387,0.7675860470627005,0.8159569187679524,0.19751696273959854,0.1797382962906997,0.1891166273334549,0.2612458515592015,0.885736141935537,0.7407226434471013,0.6193767194582647,0.20762896241225653,0.30681982479566006,0.7666930805165235,0.3154798435239389,0.16617427960475825,0.2800653417092394,0.16041955379561626,0.2576498686117141,0.5336360009583009,0.6230267874008498,0.6853461046152122,0.6215217356207361,0.5707942100201419,0.41447177155946885,0.3717927720380518,0.33499775166653034,0.28804954209560507,0.844475079641709,0.0629080665125296,0.6260116852843607,0.728808244009503,0.6448995018530339,0.6856105264261698,0.5540517079280063,0.20273550290447545,0.39113553212710866,0.17307869135977685,0.14326726622963287,0.21133468281152387,0.4986115961915691,0.12609147870063778,0.7524429193896943,0.07128012070004124,0.1890039388471383,0.26849306004707285,0.5526554058085036,0.4416740255578556,0.231252077303976,0.25090304650540635,0.28787141498048674,0.42736204731344485,0.7754633540380741,0.5172768676169114,0.4610118877988874,0.25178803324044896,1.0,0.8986000576093858,0.801480313260796,0.23001383924945998,0.49336364078324063,0.23555619515153284,0.38686394567372356,0.0430424749325086,0.05072918230498755,0.4315878610401065,0.27397592123045594,0.3044601335229405,0.7507884250520823,0.7748509510691473,0.5942258041251712,0.036711979263777825,0.07903346893499988,0.09714405921702304,0.1673115759688379,0.744775722703797,0.7959578058991179,0.3193245514097826,0.7422034645973807,0.7590389337626979,0.043131978678114004,0.14881655849954392,0.6035925738587665,0.07812592443565029,0.20470620262684272,0.2610665311602399,0.6899345474617422
Clinton-Congress,0.04864400077698452,0.1501379664249376,0.19098616013556183,0.6983758883209314,0.8451609429273947,0.7625365038805659,0.6824204390366433,0.4855604029791333,0.3564613527587205,0.2570263579318899,0.14914028144720506,0.7002356090952723,0.19999809052252396,0.1875156076599518,0.2857820458514501,0.3056579275569303,0.2076868068814901,0.22635797089080809,0.8902234598484222,0.7913323433130564,0.7997916054314329,0.8448425978612242,0.11552241009735355,0.09782067877505565,0.1253510086118375,0.3381381272049831,0.4752923462920001,0.677604199755192,0.19549071921781894,0.20039624696648003,0.2028945435512419,0.19776560896275527,0.3231522013786163,0.800234205483127,0.026156200951203225,0.34234152006578156,0.5549016866430725,0.12381705249912728,0.046684774869086634,0.0903641244929727,0.4414391514461995,0.10903579226197621,0.38411575198772796,0.4731543475820753,0.07049209109653598,0.14019911008040223,0.14828313203108837,0.36386694991169627,0.4355543661876774,0.048463657931058536,0.05541958624660662,0.061415529461658125,0.8267526784859202,0.363106552549902,0.398581635621184,0.18649129255645985,0.2743265094745393,0.846367577427552,0.9014218841900588,0.19548622099581445,0.1707993221762964,0.18003190902600202,0.2539171166513983,0.7959883620217028,0.6656161734384525,0.5565723940749491,0.18659379318137653,0.2757428705673225,0.8526807568355927,0.2941834029154937,0.16852686013272114,0.2879580598038924,0.15016730901136957,0.24345912038959128,0.5121591581018416,0.6179571091725615,0.6351904082072204,0.5743800518591154,0.5230599482604961,0.37543590077006905,0.33624251123491394,0.30262855469690775,0.2600961165214924,0.8061346233314188,0.059973192122067594,0.6623515962794624,0.8005536333663367,0.6816033345316205,0.7328381430220058,0.56184290033684,0.1948886238588356,0.3514846612718373,0.15553454654206444,0.12874103520895488,0.19779879276941967,0.4480624695518783,0.11330598493609262,0.8308889828379612,0.06578863793008966,0.1699618803729755,0.24153978315414504,0.4980057069128941,0.41387669221253304,0.21675884827432804,0.25743034112271185,0.2763582288931183,0.4051090813074557,0.6985500424945069,0.47140644691214567,0.41853157862219964,0.22716064650007298,0.8986000576093858,1.0,0.8919210433492312,0.22755911484785116,0.4868974264553323,0.21187815504794433,0.3481588648221041,0.04234015748972846,0.04990036763918808,0.3884853478407759,0.2714166561576626,0.30178937696935904,0.8108920365371933,0.8600182558900371,0.6165569060430169,0.036068985977914816,0.07772395246005165,0.09588692700520865,0.16571775258092372,0.7880646890511788,0.8629288577950721,0.3128193768225609,0.8226837711371076,0.8429291380880364,0.03948638256944674,0.13379820473183654,0.5728242572800384,0.07895051072383868,0.20709531111326757,0.2646472755890242,0.6249186773435277
LaSalle,0.04435218550028169,0.13399083419405375,0.1704813608102362,0.6288644663820202,0.8118550246358146,0.7232746389453087,0.6401606438965317,0.4500626258080111,0.32924633462732544,0.23811377223871918,0.1380080889768173,0.7016963458355703,0.19126670074361224,0.17770512811142877,0.27400592030562115,0.29367924658051026,0.200132480264393,0.21836296882502929,0.9789476269435056,0.8396235904148046,0.8520260419222091,0.9434949286858202,0.10668680144245782,0.09846854703337574,0.12625125901479964,0.3403414466712726,0.48029450890507147,0.6910120253711164,0.2006764531053173,0.20402487412674952,0.20142704739533754,0.19302171699695178,0.3302364446759579,0.861551390536395,0.023640510066661027,0.33498505887006386,0.5387553683358224,0.12183487063273532,0.04571220918559301,0.0884985777675045,0.39438958707508653,0.10706369111292172,0.375015979701877,0.4825073905536364,0.06893212227282203,0.13799314205265428,0.14589390938796296,0.35563662078286357,0.42389679306268185,0.04596653479088745,0.05419071244568736,0.06006174535176819,0.8792860584523712,0.3719241295943544,0.40773529652133456,0.1728607942996607,0.24494968529886502,0.9142412777665943,0.9438492800223902,0.1918869144297632,0.16087558367844468,0.16984861155633,0.24427146192344118,0.7099821807961983,0.5936789035417668,0.49641905267933323,0.16644177177643413,0.24596776010066623,0.952458267639786,0.27148953446094837,0.16986754292935832,0.2937676753674299,0.13935994106487706,0.22771866856214132,0.4828227074294757,0.5973878868070523,0.5788262809288303,0.523165304091356,0.47369864664423494,0.3371616851973687,0.30158783431644587,0.27119460613089225,0.2330041141501554,0.7397849125101424,0.056788185485480085,0.6860856905955023,0.866130664746341,0.7036813843067351,0.7634749646502149,0.5580870234715165,0.18563321893683135,0.3135039556055209,0.13872935240172532,0.11482763901131789,0.1834180086350793,0.3996430705394696,0.10106010320710233,0.9058033237847007,0.06026573702288194,0.15169760185195993,0.21565924417777935,0.4451589145825858,0.382888001528066,0.2012606281218826,0.2622241193618676,0.26239570481145613,0.37881827493730197,0.623924350321926,0.4252614951257786,0.3765073843596406,0.20335286898719204,0.801480313260796,0.8919210433492312,1.0,0.22310466160084877,0.4721177909355556,0.18915238007897042,0.3109396604658221,0.041443726108091224,0.048832436620479286,0.3470029419680421,0.26618109508550963,0.29589996319050854,0.8450631798183695,0.9487800009725249,0.6259503603165253,0.03526644072442238,0.07598818864017172,0.0940699635758133,0.16291015226373712,0.799994966137107,0.8863261778628474,0.30291168562725806,0.9091727505412742,0.9356761913917083,0.03588510230836591,0.11939966129735174,0.5333450278974373,0.07944096669061675,0.2079965079028176,0.2659877531345204,0.5603877705640704
Wilson,0.10566078031066357,0.12135122142912505,0.14684938059401237,0.2700023806711954,0.26907706337837417,0.297084061591244,0.3240189177415858,0.3934097854006971,0.4275012936171626,0.4492551338011962,0.34641980312803783,0.31761258189444613,0.6832761184306084,0.5812769884474286,0.7022084364751846,0.6864494569425246,0.770903153695608,0.803398491686314,0.22779589342577436,0.2595711932952134,0.2557361428506904,0.2150965587206151,0.2790319511649049,0.022288764278351653,0.028550472801168493,0.07696294677384496,0.10818589834961975,0.15499650094410747,0.04477574731096937,0.045659132835888384,0.04664672013260636,0.046764270566760045,0.07379605545355691,0.19286798739437264,0.04881362715072921,0.6647008188138066,0.40987657469909206,0.5434854278146539,0.2048720563861879,0.39665090243098844,0.23466259167527817,0.4791527565183268,0.5921838760106305,0.10800710827955448,0.3089450663867721,0.61490583795135,0.6505028075589329,0.6252818349584618,0.5217695095143662,0.1837210358766417,0.2428835098472191,0.26919917960784245,0.2504267592591167,0.08305635734050143,0.091106343458917,0.4062784214329906,0.18755331122000407,0.24070948696529365,0.23600278793286825,0.8587169744890234,0.5036100857492105,0.5320603548622119,0.7661422594728273,0.2321733963708837,0.22812641633818664,0.21999206933397739,0.11879145638618063,0.15367914135274127,0.22571213131237577,0.42849383631676263,0.038368131499474004,0.0656884336108757,0.04514722707636921,0.06693664493047534,0.12671541615668003,0.14332558249248392,0.17156139054501757,0.16087193740705288,0.15778656518316217,0.14175795524838017,0.1352373169595733,0.12872572689159137,0.11671243568369011,0.2720338647874653,0.2219630261752967,0.15310610130793692,0.24799091044236007,0.30890592519973936,0.2853123293220807,0.3992034617991672,0.6377872223934975,0.18048448574475942,0.10575471919037084,0.09301788702384797,0.058541958538975876,0.20205847980779046,0.0847782292331155,0.23960889746809075,0.15143525446201309,0.13408723301501307,0.17376967351867156,0.24532681062570239,0.41696925964082077,0.44633653724974,0.05867654047596362,0.0701901740691607,0.10610155621228416,0.21471202762616176,0.15352585286498946,0.1477213581117945,0.1081804467227662,0.23001383924945998,0.22755911484785116,0.22310466160084877,1.0,0.4661395705293602,0.15879200516707728,0.21281006694028654,0.1857511134458242,0.2188748132600748,0.22348524065144137,0.838139620574112,0.7538212379886802,0.26211511678543614,0.23111945868782985,0.35047708565735897,0.15806877222461158,0.3405428614613585,0.42131365251579733,0.7273374127608376,0.2785829628911315,0.2517181450265219,0.707901161912585,0.23372096478521373,0.22981934407887017,0.08153911156652886,0.11038587191025513,0.3634801615251183,0.017995269886724317,0.047194424269728745,0.06027264921150503,0.264255298252056
Armitage,0.0793515276933687,0.16251352528307397,0.20509021687430976,0.5645911434907754,0.5748045252905291,0.6370369245150701,0.692661686138131,0.7142798785135623,0.5772631856291331,0.44621677534603255,0.26429885033133305,0.6637330883078592,0.40308371906941876,0.36921786512278654,0.5777751445698711,0.6202924121337273,0.42382122564011077,0.4624925384528921,0.4816516625564521,0.5391089977581555,0.5318555745194907,0.45235060017491746,0.20359930565869774,0.04780121537155726,0.06121990651477542,0.16491144817119197,0.23145303199475933,0.3305468679779023,0.09529426173100392,0.09757286456422584,0.10003315819192037,0.09974101923851153,0.1574078367251468,0.4069502054109799,0.039430644172089024,0.700524288762258,0.8762795824746514,0.25334985374941366,0.09584082620322568,0.18546119209390635,0.42062657397034087,0.22347849999675132,0.7867018428882905,0.2304865747309802,0.1447457883011114,0.2867187937305628,0.30330553113109093,0.7449224044707276,0.8931821983562641,0.09628233213236707,0.11380198830205755,0.12610946825118885,0.5240733291651638,0.17697701601475,0.19422947994649137,0.33125618271846374,0.28616572117553596,0.5050309356411669,0.5000646188468375,0.4002901174536296,0.3296274664904333,0.3492860487519854,0.5168340588545794,0.49437132379785026,0.471845652627784,0.43505919369240426,0.1789665194463316,0.2521751774018672,0.4741568989048301,0.48895187055763556,0.08224793408582944,0.14022427165243656,0.08924239256796306,0.13713956298220661,0.2691830141095225,0.3073861137901769,0.3616314586395723,0.33579868548525543,0.3235463752078826,0.2697710224779161,0.2506902626771649,0.23272966828947977,0.20510726143467517,0.5831307714475783,0.11858322412530858,0.32517107976493403,0.5147421201129945,0.6269831172426714,0.5864312799121958,0.8112527151352293,0.3891954664287675,0.3131416613180861,0.1530445090625178,0.1295913304744866,0.11684447159678463,0.37595694853257905,0.11546857145371801,0.5008197516421412,0.11089268137274944,0.1832878137931258,0.2557624196960662,0.45938826979557834,0.6506232808916435,0.38640716361006316,0.12534348593605385,0.1472508109429479,0.22202636156925382,0.44996462132022896,0.30795149849607456,0.2884094911134235,0.1845421231184419,0.49336364078324063,0.4868974264553323,0.4721177909355556,0.4661395705293602,1.0,0.2265039314887902,0.35028141912422334,0.08693039374345707,0.1024548653192107,0.3822740565295922,0.5553206205233162,0.6170444725488675,0.5487489283395417,0.48599958020041534,0.7027192980909076,0.07407061401233182,0.15959839249555374,0.19664733200620443,0.3391002911256985,0.5854273055176,0.5320097925700125,0.6414448877741393,0.48742910917168214,0.48160689541725543,0.0627316968887805,0.145284424533647,0.7414055280318476,0.03859727856093035,0.10121014472764081,0.12921958244576667,0.5351025321960733
Central-Lake,0.15987664969702992,0.7065038657992135,0.9005193507481745,0.2954953788203976,0.21658873737256432,0.2324469498191618,0.2538662877580484,0.3166728915339382,0.35956613757096295,0.3445167501156466,0.2853168293446971,0.20013370173017345,0.19914749494876902,0.21823967451678147,0.22463602457864096,0.2243420892291035,0.1844363724000927,0.19009540845382714,0.18963009551757432,0.1823578557865871,0.18224895061223606,0.17900923048050124,0.2524016871919763,0.04705125051242703,0.0577010950331654,0.12313383892727205,0.1482619139501029,0.172632511239989,0.07056303355577503,0.07689009799053312,0.09655617160645012,0.1120043963473993,0.10786892787897932,0.17400950330776374,0.10431698396495699,0.19524214462195277,0.22575929112616286,0.10240413537483274,0.04975790302428369,0.08559335223547125,0.47887278115462656,0.09564200601039335,0.20639996599554672,0.14135395189222053,0.07158904552749955,0.11161335533814455,0.11661230712394703,0.2012764180954507,0.21765297642999817,0.08126612830808948,0.05866411690092636,0.06382311882476728,0.1857723941016467,0.11564214951812408,0.12433363812661333,0.30946526379850947,0.7717626343377927,0.18522026334167024,0.19494610389512287,0.14350116885634392,0.22761506165938764,0.22825124389816717,0.20684900926673894,0.2658126520908735,0.3169941287573861,0.37780917922945656,0.736839306862525,0.6954335290622328,0.1816127801634762,0.3704284243259989,0.07294873890551581,0.10022879311234517,0.1827003094143489,0.20858935893643227,0.22954661355723302,0.20226675204102576,0.27600993403607293,0.2912680024196563,0.3219078391886639,0.4337689874671762,0.4708240056398284,0.5042119563189275,0.5286675797294562,0.24611624229312123,0.09970136831310682,0.16356600299655608,0.17847532161531998,0.18193153361140785,0.18256323462967514,0.20080987165128078,0.20735337187091288,0.5814486646594059,0.6649882870845871,0.571534933847113,0.21593597044878077,0.46425565921502115,0.5097222708149491,0.18143102215153875,0.19073152425076453,0.8005815901623976,0.8765982281072584,0.4237256672485188,0.34064025928370745,0.3180982856964419,0.09312833174398057,0.18303950413536732,0.24166457587810705,0.29664845926739153,0.35640438806334457,0.39664002162876394,0.5494763674979664,0.23555619515153284,0.21187815504794433,0.18915238007897042,0.15879200516707728,0.2265039314887902,1.0,0.6077552738457644,0.04594498842974689,0.05309687518196831,0.5444646436790275,0.17340135183265507,0.18239650997252413,0.189356765302593,0.1844288676057187,0.18646233362141423,0.04054248819091379,0.07769274599834616,0.0876623803875971,0.12699071184754296,0.1967250234253037,0.19609710042262626,0.2087030973132086,0.17763750515680343,0.18060611150360725,0.14020405704044864,0.6291288002283958,0.2858843910986463,0.039256962766458764,0.08838849986001594,0.10522214290379037,0.3340211832977448
Pulaski-Lake,0.11709093558281286,0.42969406041280817,0.5474490084596756,0.48591529423612745,0.3560730539449376,0.38075526685122146,0.4130078593104364,0.4888378557301429,0.4972457894556918,0.41236494084122693,0.2788921750306446,0.32619108377882117,0.24385615363491317,0.2551761269108058,0.3027681860313302,0.30882501532383677,0.23282325966774356,0.2452501964815004,0.31185136830532817,0.2997855046183505,0.29969351426628293,0.2941409164939279,0.22885683075340202,0.062425466828122445,0.07796664707013548,0.18224610919828932,0.2289898917138216,0.2774937989858746,0.10229252371445462,0.11007780780901825,0.13197978971514115,0.14712981731805239,0.1617323892920035,0.2847979076408173,0.06931058939355995,0.28268248695925174,0.3572653110811805,0.12626574227361745,0.05485290206429396,0.10012193306147675,0.7879308775896594,0.11532352300000419,0.30538608617706425,0.21950003640227464,0.08121054229083004,0.13997375578146032,0.14720311076906425,0.294763377594957,0.32977750920317006,0.07746306433166973,0.06515907957100847,0.07153700680233271,0.30560368617295014,0.17567576450712105,0.19029802937341161,0.3273411694170519,0.7874684589416768,0.3047612154172169,0.32071104824765134,0.18778941645843406,0.2536505081173832,0.2595855732322955,0.2723670044993344,0.43631192350694115,0.5191238081193916,0.6158074689992269,0.5074476850171471,0.7159949518376384,0.2986933161677742,0.4670851691914246,0.10102904916491035,0.1484055537786077,0.1940203111768958,0.255508267332208,0.3454143177034968,0.3175735655297138,0.43602751053864647,0.4512251101926388,0.489816579002308,0.5855672749771683,0.5935962130701242,0.5873877516121025,0.5457298148020785,0.40464712943792414,0.09608591774567352,0.2634062218708015,0.293592348848816,0.29680147402469576,0.2991667624659808,0.3197170359061565,0.24913637594552573,0.8266127965036676,0.42891986097557844,0.3583753204590885,0.24337303598767077,0.7402147057985417,0.31668692945170274,0.2985260869173157,0.1489703874378661,0.48681144052498004,0.6932254832284434,0.6971883702954573,0.5006835160645599,0.3582476635705661,0.13624153980171802,0.2397151411346027,0.3409066637198833,0.4834775134702444,0.528264823826073,0.5639889310217675,0.5081691334794609,0.38686394567372356,0.3481588648221041,0.3109396604658221,0.21281006694028654,0.35028141912422334,0.6077552738457644,1.0,0.05023018873147622,0.05868278805161856,0.8958572822434154,0.24036941270373424,0.2580766599165259,0.3112932672784002,0.30339792426933726,0.30120396014991085,0.043655976776265995,0.08889778991862132,0.10384865935499349,0.16251710655080215,0.32290796574768743,0.3226181729765858,0.2923123424420346,0.2922759753483501,0.29711359018606315,0.09875409430626908,0.38268389094200556,0.45596289972036413,0.051351746370410956,0.12381763401027798,0.1512882059572096,0.5493758366647189
Central-Evanston,0.10091917546972064,0.04018155282196428,0.044294467144364504,0.05175433753453868,0.05003648140563471,0.05538602719765506,0.06083180155249582,0.07803568797393384,0.0952546453481349,0.12178478195861767,0.15909220858728876,0.059016651423323865,0.1988256921947914,0.19618921005395465,0.14410982375014608,0.13592411813277513,0.19897630945113873,0.18375283770339343,0.042316334685400886,0.048308966704367226,0.04758847391586963,0.039980401133811364,0.1653176487238045,0.00416334838360619,0.005328894650316641,0.014338264068309431,0.020123974549102353,0.028800110144122842,0.008317177578532174,0.008487061703737375,0.00877121028483521,0.008939464265515376,0.013710441455701973,0.03583933800878068,0.04916537587918761,0.12357853901266365,0.07630196340901962,0.33869399271612705,0.9063363892139722,0.4682967956919294,0.050821273870696106,0.38649760904872743,0.11020471678609005,0.020069752541660525,0.6004954422526404,0.2991923680991639,0.2832746351510306,0.11631093719734187,0.09720942480194049,0.4003887812801779,0.7632621011062081,0.689148449721709,0.04656071476518329,0.015428913826872902,0.01692556330283746,0.1478183108082731,0.04872948385548908,0.04474399845711876,0.043837808975759625,0.21595384346361565,0.19729775968692723,0.19346419676422918,0.16308794787461253,0.043948959111513905,0.04435666659295453,0.044417938414864896,0.033948244304756466,0.03829433207982533,0.041955616985479074,0.10685110661189721,0.007154856665052895,0.012206082809483447,0.009770804161512039,0.013619673015158243,0.024232796486934695,0.026873797815856387,0.03300413542159162,0.03132988529328185,0.031332593195856344,0.030546470219190516,0.030056095721626312,0.029506998006209793,0.027860761584755204,0.05096173766350985,0.37450949274915496,0.028439699330012887,0.04617083171239006,0.05762227622161993,0.05315656424956652,0.07419703438907367,0.19809965459114426,0.04160470379144766,0.03241043559662422,0.030648047162793082,0.012401122044850381,0.04318723652433781,0.029286419736043793,0.04456398278162283,0.1311166282695558,0.04234200738452766,0.04762848500784543,0.05113844526025448,0.08692426485845398,0.13935334383192444,0.010905380257141536,0.013779978700672981,0.0207758875374804,0.04135233331694099,0.0312139499806868,0.030928029546700847,0.026934130051567813,0.0430424749325086,0.04234015748972846,0.041443726108091224,0.1857511134458242,0.08693039374345707,0.04594498842974689,0.05023018873147622,1.0,0.8484631215971059,0.050617452053548194,0.15568620291796068,0.14003380034223686,0.048724620365741156,0.04295336882629764,0.06535497423062195,0.8487288624322086,0.5446018764572171,0.44017095051311644,0.25406949405118756,0.05176002535478958,0.04675871367679932,0.13477959892449337,0.04348933841062843,0.04273193325997555,0.0804345289531058,0.03815256911123493,0.06962711550976626,0.003363540407450372,0.00881115984746969,0.011241595861184402,0.05184294611254498
